报告期,证券代码,证券名称,机构代码,机构名称,机构类型,基金公司,持股数量,持股市值,占总股本比例,占流通股比例,净资产比例,数据来源
2022-09-30,000582,北部湾港,10013673,上海中海码头发展有限公司,其他,,174080311,1223784586.33,9.82264561,12.36477793,,Eastmoney RPT_MAIN_ORGHOLD
2022-06-30,000582,北部湾港,73103722,广东粤财信托有限公司-粤财信托·粤中3号集合资金信托计划,信托,,9220000,71547200.0,0.52024862,0.65489111,,Eastmoney RPT_MAIN_ORGHOLD
2022-06-30,000582,北部湾港,73008468,平安基金-平安银行-中融国际信托-中融-财富1号结构化集合资金信托,信托,,22473002,174390495.52,1.26806382,1.59624396,,Eastmoney RPT_MAIN_ORGHOLD
2022-06-30,000582,北部湾港,70010413,全国社保基金四一三组合,社保,,11009993,85437545.68,0.62125095,0.78203325,,Eastmoney RPT_MAIN_ORGHOLD
2022-06-30,000582,北部湾港,516300,华泰柏瑞中证1000ETF,基金,华泰柏瑞基金管理有限公司,10500,81480.0,0.00059247,0.00074581,0.11,Eastmoney RPT_MAIN_ORGHOLD
2022-06-30,000582,北部湾港,512100,南方中证1000ETF,基金,南方基金管理股份有限公司,354300,2749368.0,0.01999177,0.02516572,0.1,Eastmoney RPT_MAIN_ORGHOLD
2022-06-30,000582,北部湾港,320003,诺安先锋混合A,基金,诺安基金管理有限公司,10,77.6,5.6e-07,7.1e-07,0.0,Eastmoney RPT_MAIN_ORGHOLD
2022-06-30,000582,北部湾港,202017,南方深证成份ETF联接A,基金,南方基金管理股份有限公司,300,2328.0,1.693e-05,2.131e-05,0.0,Eastmoney RPT_MAIN_ORGHOLD
2022-06-30,000582,北部湾港,167503,安信一带一路指数A,基金,安信基金管理有限责任公司,36200,280912.0,0.00204262,0.00257126,0.26,Eastmoney RPT_MAIN_ORGHOLD
2022-06-30,000582,北部湾港,163109,申万菱信深证成份指数(LOF)A,基金,申万菱信基金管理有限公司,8600,66736.0,0.00048526,0.00061085,0.03,Eastmoney RPT_MAIN_ORGHOLD
2022-06-30,000582,北部湾港,162413,华宝中证1000指数A,基金,华宝基金管理有限公司,4900,38024.0,0.00027649,0.00034804,0.1,Eastmoney RPT_MAIN_ORGHOLD
2022-06-30,000582,北部湾港,161612,融通深证成份指数A,基金,融通基金管理有限公司,3600,27936.0,0.00020313,0.00025571,0.03,Eastmoney RPT_MAIN_ORGHOLD
2022-06-30,000582,北部湾港,160638,鹏华中证一带一路主题指数(LOF)A,基金,鹏华基金管理有限公司,127000,985520.0,0.00716611,0.00902073,0.26,Eastmoney RPT_MAIN_ORGHOLD
2022-06-30,000582,北部湾港,159990,银华巨潮小盘价值ETF,基金,银华基金管理股份有限公司,31990,248242.4,0.00180507,0.00227223,0.26,Eastmoney RPT_MAIN_ORGHOLD
2022-06-30,000582,北部湾港,159943,大成深证成份ETF,基金,大成基金管理有限公司,3300,25608.0,0.00018621,0.0002344,0.03,Eastmoney RPT_MAIN_ORGHOLD
2022-06-30,000582,北部湾港,159903,南方深证成份ETF,基金,南方基金管理股份有限公司,10500,81480.0,0.00059247,0.00074581,0.03,Eastmoney RPT_MAIN_ORGHOLD
2022-06-30,000582,北部湾港,159845,华夏中证1000ETF,基金,华夏基金管理有限公司,76200,591312.0,0.00429967,0.00541244,0.1,Eastmoney RPT_MAIN_ORGHOLD
2022-06-30,000582,北部湾港,10717959,广西广投资产管理股份有限公司,其他,,13262716,102918676.16,0.74836331,0.94204282,,Eastmoney RPT_MAIN_ORGHOLD
2022-06-30,000582,北部湾港,10671586,香港中央结算有限公司,其他,,28381827,220242977.52,1.60147576,2.01594428,,Eastmoney RPT_MAIN_ORGHOLD
2022-06-30,000582,北部湾港,10102635,广西北部湾国际港务集团有限公司,其他,,1121630261,8703850825.36,42.97393136,54.09576186,,Eastmoney RPT_MAIN_ORGHOLD
2022-06-30,000582,北部湾港,10078287,国华人寿保险股份有限公司-自有资金,保险,,16468626,127796537.76,0.92926031,1.1697567,,Eastmoney RPT_MAIN_ORGHOLD
2022-06-30,000582,北部湾港,10013673,上海中海码头发展有限公司,其他,,174080311,1350863213.36,9.82267271,12.36482088,,Eastmoney RPT_MAIN_ORGHOLD
2022-06-30,000582,北部湾港,007751,景顺长城沪港深红利成长低波指数A,基金,景顺长城基金管理有限公司,56800,440768.0,0.003205,0.00403447,0.51,Eastmoney RPT_MAIN_ORGHOLD
2022-06-30,000582,北部湾港,006486,广发中证1000ETF联接A,基金,广发基金管理有限公司,21300,165288.0,0.00120188,0.00151293,0.1,Eastmoney RPT_MAIN_ORGHOLD
2022-03-31,000582,北部湾港,73103722,广东粤财信托有限公司-粤财信托·粤中3号集合资金信托计划,信托,,9220000,69057800.0,0.56447089,0.72665122,,Eastmoney RPT_MAIN_ORGHOLD
2022-03-31,000582,北部湾港,73008468,平安基金-平安银行-中融国际信托-中融-财富1号结构化集合资金信托,信托,,22473002,168322784.98,1.375852,1.7711534,,Eastmoney RPT_MAIN_ORGHOLD
2022-03-31,000582,北部湾港,70010413,全国社保基金四一三组合,社保,,9090020,68084249.8,0.5565132,0.71640717,,Eastmoney RPT_MAIN_ORGHOLD
2022-03-31,000582,北部湾港,10999779,广西交通发展投资基金合伙企业(有限合伙),其他,,12650604,94753023.96,0.77450083,0.99702569,,Eastmoney RPT_MAIN_ORGHOLD
2022-03-31,000582,北部湾港,10914337,广西宏桂资本运营集团有限公司,其他,,21694741,162493610.09,1.32820496,1.70981671,,Eastmoney RPT_MAIN_ORGHOLD
2022-03-31,000582,北部湾港,10717959,广西广投资产管理股份有限公司,其他,,26709916,200057270.84,1.63524621,2.10507517,,Eastmoney RPT_MAIN_ORGHOLD
2022-03-31,000582,北部湾港,10671586,香港中央结算有限公司,其他,,27925809,209164309.41,1.70968615,2.20090273,,Eastmoney RPT_MAIN_ORGHOLD
2022-03-31,000582,北部湾港,10102635,广西北部湾国际港务集团有限公司,其他,,1030868617,7721205941.33,41.07015981,52.87018744,,Eastmoney RPT_MAIN_ORGHOLD
2022-03-31,000582,北部湾港,10078287,国华人寿保险股份有限公司-自有资金,保险,,16468626,123350008.74,1.00824945,1.29793353,,Eastmoney RPT_MAIN_ORGHOLD
2022-03-31,000582,北部湾港,10013673,上海中海码头发展有限公司,其他,,174080311,1303861529.39,10.65762127,13.71970395,,Eastmoney RPT_MAIN_ORGHOLD
2022-03-31,000582,北部湾港,001403,招商国企改革主题混合,基金,招商基金管理有限公司,2154600,16137954.0,0.13190987,0.16980941,4.52,Eastmoney RPT_MAIN_ORGHOLD
2021-12-31,000582,北部湾港,73103722,广东粤财信托有限公司-粤财信托·粤中3号集合资金信托计划,信托,,9220000,74128800.0,0.56445485,0.72780525,,Eastmoney RPT_MAIN_ORGHOLD
2021-12-31,000582,北部湾港,73008468,平安基金-平安银行-中融国际信托-中融-财富1号结构化集合资金信托,信托,,22473002,180682936.08,1.3758129,1.77396624,,Eastmoney RPT_MAIN_ORGHOLD
2021-12-31,000582,北部湾港,519117,浦银安盛基本面400指数,基金,浦银安盛基金管理有限公司,4000,32160.0,0.00024488,0.00031575,0.12,Eastmoney RPT_MAIN_ORGHOLD
2021-12-31,000582,北部湾港,516300,华泰柏瑞中证1000ETF,基金,华泰柏瑞基金管理有限公司,5600,45024.0,0.00034284,0.00044205,0.08,Eastmoney RPT_MAIN_ORGHOLD
2021-12-31,000582,北部湾港,512100,南方中证1000ETF,基金,南方基金管理股份有限公司,231000,1857240.0,0.01414198,0.0182346,0.09,Eastmoney RPT_MAIN_ORGHOLD
2021-12-31,000582,北部湾港,320003,诺安先锋混合A,基金,诺安基金管理有限公司,10,80.4,6.1e-07,7.9e-07,0.0,Eastmoney RPT_MAIN_ORGHOLD
2021-12-31,000582,北部湾港,202017,南方深证成份ETF联接A,基金,南方基金管理股份有限公司,300,2412.0,1.837e-05,2.368e-05,0.0,Eastmoney RPT_MAIN_ORGHOLD
2021-12-31,000582,北部湾港,167503,安信一带一路指数A,基金,安信基金管理有限责任公司,41600,334464.0,0.00254678,0.00328381,0.25,Eastmoney RPT_MAIN_ORGHOLD
2021-12-31,000582,北部湾港,166005,中欧价值发现混合A,基金,中欧基金管理有限公司,7104271,57118338.84,0.43492844,0.56079455,1.47,Eastmoney RPT_MAIN_ORGHOLD
2021-12-31,000582,北部湾港,163109,申万菱信深证成份指数(LOF)A,基金,申万菱信基金管理有限公司,8600,69144.0,0.0005265,0.00067886,0.02,Eastmoney RPT_MAIN_ORGHOLD
2021-12-31,000582,北部湾港,162907,泰信中证锐联基本面400指数(LOF),基金,泰信基金管理有限公司,3800,30552.0,0.00023264,0.00029996,0.12,Eastmoney RPT_MAIN_ORGHOLD
2021-12-31,000582,北部湾港,162413,华宝中证1000指数A,基金,华宝基金管理有限公司,5800,46632.0,0.00035508,0.00045784,0.09,Eastmoney RPT_MAIN_ORGHOLD
2021-12-31,000582,北部湾港,161612,融通深证成份指数A,基金,融通基金管理有限公司,3400,27336.0,0.00020815,0.00026839,0.03,Eastmoney RPT_MAIN_ORGHOLD
2021-12-31,000582,北部湾港,161222,国投瑞银瑞利混合(LOF)A,基金,国投瑞银基金管理有限公司,387100,3112284.0,0.02369853,0.03055677,1.41,Eastmoney RPT_MAIN_ORGHOLD
2021-12-31,000582,北部湾港,160638,鹏华中证一带一路主题指数(LOF)A,基金,鹏华基金管理有限公司,109500,880380.0,0.00670367,0.00864367,0.25,Eastmoney RPT_MAIN_ORGHOLD
2021-12-31,000582,北部湾港,159990,银华巨潮小盘价值ETF,基金,银华基金管理股份有限公司,31390,252375.6,0.00192172,0.00247785,0.23,Eastmoney RPT_MAIN_ORGHOLD
2021-12-31,000582,北部湾港,159943,大成深证成份ETF,基金,大成基金管理有限公司,3300,26532.0,0.00020203,0.00026049,0.03,Eastmoney RPT_MAIN_ORGHOLD
2021-12-31,000582,北部湾港,159903,南方深证成份ETF,基金,南方基金管理股份有限公司,9400,75576.0,0.00057547,0.00074201,0.03,Eastmoney RPT_MAIN_ORGHOLD
2021-12-31,000582,北部湾港,159845,华夏中证1000ETF,基金,华夏基金管理有限公司,58900,473556.0,0.0036059,0.00464943,0.09,Eastmoney RPT_MAIN_ORGHOLD
2021-12-31,000582,北部湾港,121010,国投瑞银瑞源混合A,基金,国投瑞银基金管理有限公司,391800,3150072.0,0.02398627,0.03092778,1.05,Eastmoney RPT_MAIN_ORGHOLD
2021-12-31,000582,北部湾港,10999779,广西交通发展投资基金合伙企业(有限合伙),其他,,12650604,101710856.16,0.77447883,0.99860911,,Eastmoney RPT_MAIN_ORGHOLD
2021-12-31,000582,北部湾港,10914337,广西宏桂资本运营集团有限公司,其他,,21694741,174425717.64,1.32816722,1.71253214,,Eastmoney RPT_MAIN_ORGHOLD
2021-12-31,000582,北部湾港,10717959,广西广投资产管理股份有限公司,其他,,26709916,214747724.64,1.63519974,2.10841833,,Eastmoney RPT_MAIN_ORGHOLD
2021-12-31,000582,北部湾港,10671586,香港中央结算有限公司,其他,,22977291,184737419.64,1.40668583,1.81377364,,Eastmoney RPT_MAIN_ORGHOLD
2021-12-31,000582,北部湾港,10102635,广西北部湾国际港务集团有限公司,其他,,1030868617,8288183680.68,41.06899278,52.95415285,,Eastmoney RPT_MAIN_ORGHOLD
2021-12-31,000582,北部湾港,10078287,国华人寿保险股份有限公司-自有资金,保险,,16468626,132407753.04,1.0082208,1.29999484,,Eastmoney RPT_MAIN_ORGHOLD
2021-12-31,000582,北部湾港,10057065,中国华电集团财务有限公司,其他,,10595170,85185166.8,0.64864372,0.83635795,,Eastmoney RPT_MAIN_ORGHOLD
2021-12-31,000582,北部湾港,10013673,上海中海码头发展有限公司,其他,,174080311,1399605700.44,10.65731842,13.7414928,,Eastmoney RPT_MAIN_ORGHOLD
2021-12-31,000582,北部湾港,012640,鹏华稳健鸿利一年持有期混合A,基金,鹏华基金管理有限公司,633600,5094144.0,0.03878944,0.0500149,1.43,Eastmoney RPT_MAIN_ORGHOLD
2021-12-31,000582,北部湾港,011860,南方中证1000ETF发起联接A,基金,南方基金管理股份有限公司,300,2412.0,1.837e-05,2.368e-05,0.0,Eastmoney RPT_MAIN_ORGHOLD
2021-12-31,000582,北部湾港,010657,海富通欣睿混合A,基金,海富通基金管理有限公司,112800,906912.0,0.00690569,0.00890417,0.18,Eastmoney RPT_MAIN_ORGHOLD
2021-12-31,000582,北部湾港,010338,国投瑞银远见成长混合A,基金,国投瑞银基金管理有限公司,1819130,14625805.2,0.11136841,0.14359787,1.09,Eastmoney RPT_MAIN_ORGHOLD
2021-12-31,000582,北部湾港,006486,广发中证1000ETF联接A,基金,广发基金管理有限公司,19700,158388.0,0.00120605,0.00155507,0.09,Eastmoney RPT_MAIN_ORGHOLD
2021-12-31,000582,北部湾港,006195,国金量化多因子A,基金,国金基金管理有限公司,100,804.0,6.12e-06,7.89e-06,0.02,Eastmoney RPT_MAIN_ORGHOLD
2021-12-31,000582,北部湾港,005635,博时量化多策略股票A,基金,博时基金管理有限公司,400,3216.0,2.449e-05,3.158e-05,0.0,Eastmoney RPT_MAIN_ORGHOLD
2021-12-31,000582,北部湾港,005443,国金量化多策略A,基金,国金基金管理有限公司,2000,16080.0,0.00012244,0.00015788,0.04,Eastmoney RPT_MAIN_ORGHOLD
2021-12-31,000582,北部湾港,003646,创金合信中证1000增强A,基金,创金合信基金管理有限公司,17400,139896.0,0.00106524,0.00137352,0.06,Eastmoney RPT_MAIN_ORGHOLD
2021-12-31,000582,北部湾港,002120,广发安悦回报混合A,基金,广发基金管理有限公司,81300,653652.0,0.00497724,0.00641763,0.04,Eastmoney RPT_MAIN_ORGHOLD
2021-12-31,000582,北部湾港,001810,中欧潜力价值灵活配置混合A,基金,中欧基金管理有限公司,2950591,23722751.64,0.18063725,0.23291276,1.13,Eastmoney RPT_MAIN_ORGHOLD
2021-12-31,000582,北部湾港,001266,国投瑞银招财混合A,基金,国投瑞银基金管理有限公司,189233,1521433.32,0.01158498,0.01493761,2.32,Eastmoney RPT_MAIN_ORGHOLD
2021-12-31,000582,北部湾港,000165,国投瑞银策略精选混合,基金,国投瑞银基金管理有限公司,1149000,9237960.0,0.07034258,0.09069937,2.83,Eastmoney RPT_MAIN_ORGHOLD
2021-09-30,000582,北部湾港,73103722,广东粤财信托有限公司-粤财信托·粤中3号集合资金信托计划,信托,,9220000,74036600.0,0.56445485,0.72780749,,Eastmoney RPT_MAIN_ORGHOLD
2021-09-30,000582,北部湾港,73008468,平安基金-平安银行-中融国际信托-中融-财富1号结构化集合资金信托,信托,,22473002,180458206.06,1.3758129,1.7739717,,Eastmoney RPT_MAIN_ORGHOLD
2021-09-30,000582,北部湾港,10999779,广西交通发展投资基金合伙企业(有限合伙),其他,,12650604,101584350.12,0.77447883,0.99861218,,Eastmoney RPT_MAIN_ORGHOLD
2021-09-30,000582,北部湾港,10914337,广西宏桂资本运营集团有限公司,其他,,21694741,174208770.23,1.32816722,1.71253741,,Eastmoney RPT_MAIN_ORGHOLD
2021-09-30,000582,北部湾港,10717959,广西广投资产管理股份有限公司,其他,,26709916,214480625.48,1.63519974,2.10842482,,Eastmoney RPT_MAIN_ORGHOLD
2021-09-30,000582,北部湾港,10671586,香港中央结算有限公司,其他,,22802106,183100911.18,1.39596088,1.79995048,,Eastmoney RPT_MAIN_ORGHOLD
2021-09-30,000582,北部湾港,10102635,广西北部湾国际港务集团有限公司,其他,,1030868617,8277874994.51,41.06899278,52.95431588,,Eastmoney RPT_MAIN_ORGHOLD
2021-09-30,000582,北部湾港,10078287,国华人寿保险股份有限公司-自有资金,保险,,16468626,132243066.78,1.0082208,1.29999884,,Eastmoney RPT_MAIN_ORGHOLD
2021-09-30,000582,北部湾港,10057065,中国华电集团财务有限公司,其他,,14095170,113184215.1,0.86291617,1.11264319,,Eastmoney RPT_MAIN_ORGHOLD
2021-09-30,000582,北部湾港,10013673,上海中海码头发展有限公司,其他,,174080311,1397864897.33,10.65731842,13.74153511,,Eastmoney RPT_MAIN_ORGHOLD
2021-09-30,000582,北部湾港,001266,国投瑞银招财混合A,基金,国投瑞银基金管理有限公司,237900,1910337.0,0.0145644,0.01877933,2.95,Eastmoney RPT_MAIN_ORGHOLD
2021-09-30,000582,北部湾港,000165,国投瑞银策略精选混合,基金,国投瑞银基金管理有限公司,1149000,9226470.0,0.07034258,0.09069965,2.82,Eastmoney RPT_MAIN_ORGHOLD
2021-06-30,000582,北部湾港,73103722,广东粤财信托有限公司-粤财信托·粤中3号集合资金信托计划,信托,,9220000,76526000.0,0.56445485,0.72780749,,Eastmoney RPT_MAIN_ORGHOLD
2021-06-30,000582,北部湾港,73008468,平安基金-平安银行-中融国际信托-中融-财富1号结构化集合资金信托,信托,,22473002,186525916.6,1.3758129,1.7739717,,Eastmoney RPT_MAIN_ORGHOLD
2021-06-30,000582,北部湾港,519117,浦银安盛基本面400指数,基金,浦银安盛基金管理有限公司,4000,33200.0,0.00024488,0.00031575,0.13,Eastmoney RPT_MAIN_ORGHOLD
2021-06-30,000582,北部湾港,516300,华泰柏瑞中证1000ETF,基金,华泰柏瑞基金管理有限公司,3000,24900.0,0.00018366,0.00023681,0.12,Eastmoney RPT_MAIN_ORGHOLD
2021-06-30,000582,北部湾港,512100,南方中证1000ETF,基金,南方基金管理股份有限公司,120100,996830.0,0.00735261,0.00948044,0.11,Eastmoney RPT_MAIN_ORGHOLD
2021-06-30,000582,北部湾港,320003,诺安先锋混合A,基金,诺安基金管理有限公司,10,83.0,6.1e-07,7.9e-07,0.0,Eastmoney RPT_MAIN_ORGHOLD
2021-06-30,000582,北部湾港,202017,南方深证成份ETF联接A,基金,南方基金管理股份有限公司,200,1660.0,1.224e-05,1.579e-05,0.0,Eastmoney RPT_MAIN_ORGHOLD
2021-06-30,000582,北部湾港,167503,安信一带一路指数A,基金,安信基金管理有限责任公司,29000,240700.0,0.0017754,0.0022892,0.31,Eastmoney RPT_MAIN_ORGHOLD
2021-06-30,000582,北部湾港,166024,中欧恒利三年定期开放混合(LOF),基金,中欧基金管理有限公司,800000,6640000.0,0.04897656,0.06315032,1.4,Eastmoney RPT_MAIN_ORGHOLD
2021-06-30,000582,北部湾港,166020,中欧成长优选混合A,基金,中欧基金管理有限公司,270000,2241000.0,0.01652959,0.02131323,1.73,Eastmoney RPT_MAIN_ORGHOLD
2021-06-30,000582,北部湾港,166005,中欧价值发现混合A,基金,中欧基金管理有限公司,6814141,56557370.3,0.41716648,0.53789402,1.52,Eastmoney RPT_MAIN_ORGHOLD
2021-06-30,000582,北部湾港,163109,申万菱信深证成份指数(LOF)A,基金,申万菱信基金管理有限公司,11900,98770.0,0.00072853,0.00093936,0.03,Eastmoney RPT_MAIN_ORGHOLD
2021-06-30,000582,北部湾港,162907,泰信中证锐联基本面400指数(LOF),基金,泰信基金管理有限公司,3800,31540.0,0.00023264,0.00029996,0.13,Eastmoney RPT_MAIN_ORGHOLD
2021-06-30,000582,北部湾港,162413,华宝中证1000指数A,基金,华宝基金管理有限公司,4900,40670.0,0.00029998,0.0003868,0.1,Eastmoney RPT_MAIN_ORGHOLD
2021-06-30,000582,北部湾港,161222,国投瑞银瑞利混合(LOF)A,基金,国投瑞银基金管理有限公司,284200,2358860.0,0.01739892,0.02243415,2.0,Eastmoney RPT_MAIN_ORGHOLD
2021-06-30,000582,北部湾港,160638,鹏华中证一带一路主题指数(LOF)A,基金,鹏华基金管理有限公司,123100,1021730.0,0.00753627,0.00971726,0.34,Eastmoney RPT_MAIN_ORGHOLD
2021-06-30,000582,北部湾港,159990,银华巨潮小盘价值ETF,基金,银华基金管理股份有限公司,20790,172557.0,0.00127278,0.00164112,0.26,Eastmoney RPT_MAIN_ORGHOLD
2021-06-30,000582,北部湾港,159943,大成深证成份ETF,基金,大成基金管理有限公司,4000,33200.0,0.00024488,0.00031575,0.03,Eastmoney RPT_MAIN_ORGHOLD
2021-06-30,000582,北部湾港,159903,南方深证成份ETF,基金,南方基金管理股份有限公司,11500,95450.0,0.00070404,0.00090779,0.03,Eastmoney RPT_MAIN_ORGHOLD
2021-06-30,000582,北部湾港,159845,华夏中证1000ETF,基金,华夏基金管理有限公司,18300,151890.0,0.00112034,0.00144456,0.11,Eastmoney RPT_MAIN_ORGHOLD
2021-06-30,000582,北部湾港,121010,国投瑞银瑞源混合A,基金,国投瑞银基金管理有限公司,317500,2635250.0,0.01943757,0.02506278,1.72,Eastmoney RPT_MAIN_ORGHOLD
2021-06-30,000582,北部湾港,10999779,广西交通发展投资基金合伙企业(有限合伙),其他,,12650604,105000013.2,0.77447883,0.99861218,,Eastmoney RPT_MAIN_ORGHOLD
2021-06-30,000582,北部湾港,10717959,广西广投资产管理股份有限公司,其他,,26709916,221692302.8,1.63519974,2.10842482,,Eastmoney RPT_MAIN_ORGHOLD
2021-06-30,000582,北部湾港,10671586,香港中央结算有限公司,其他,,21626983,179503958.9,1.32401903,1.70718874,,Eastmoney RPT_MAIN_ORGHOLD
2021-06-30,000582,北部湾港,10102635,广西北部湾国际港务集团有限公司,其他,,1030868617,8556209521.1,41.06899278,52.95431588,,Eastmoney RPT_MAIN_ORGHOLD
2021-06-30,000582,北部湾港,10095733,广西水利电业集团有限公司,其他,,20321744,168670475.2,1.24411138,1.6041559,,Eastmoney RPT_MAIN_ORGHOLD
2021-06-30,000582,北部湾港,10078287,国华人寿保险股份有限公司-自有资金,保险,,16468626,136689595.8,1.0082208,1.29999884,,Eastmoney RPT_MAIN_ORGHOLD
2021-06-30,000582,北部湾港,10057065,中国华电集团财务有限公司,其他,,14095170,116989911.0,0.86291617,1.11264319,,Eastmoney RPT_MAIN_ORGHOLD
2021-06-30,000582,北部湾港,10013673,上海中海码头发展有限公司,其他,,174080311,1444866581.3,10.65731842,13.74153511,,Eastmoney RPT_MAIN_ORGHOLD
2021-06-30,000582,北部湾港,010430,招商安阳债券A,基金,招商基金管理有限公司,488500,4054550.0,0.02990631,0.03856117,0.18,Eastmoney RPT_MAIN_ORGHOLD
2021-06-30,000582,北部湾港,009121,广发招享混合A,基金,广发基金管理有限公司,704300,5845690.0,0.04311774,0.05559597,0.39,Eastmoney RPT_MAIN_ORGHOLD
2021-06-30,000582,北部湾港,006486,广发中证1000ETF联接A,基金,广发基金管理有限公司,11700,97110.0,0.00071628,0.00092357,0.11,Eastmoney RPT_MAIN_ORGHOLD
2021-06-30,000582,北部湾港,006102,浙商丰利增强债券,基金,浙商基金管理有限公司,500000,4150000.0,0.03061035,0.03946895,0.44,Eastmoney RPT_MAIN_ORGHOLD
2021-06-30,000582,北部湾港,002711,广发集丰债券A,基金,广发基金管理有限公司,460000,3818000.0,0.02816152,0.03631144,0.28,Eastmoney RPT_MAIN_ORGHOLD
2021-06-30,000582,北部湾港,002120,广发安悦回报混合A,基金,广发基金管理有限公司,600000,4980000.0,0.03673242,0.04736274,0.29,Eastmoney RPT_MAIN_ORGHOLD
2021-06-30,000582,北部湾港,001810,中欧潜力价值灵活配置混合A,基金,中欧基金管理有限公司,2950611,24490071.3,0.18063847,0.23291505,1.56,Eastmoney RPT_MAIN_ORGHOLD
2021-06-30,000582,北部湾港,001479,中邮风格轮动灵活配置混合,基金,中邮创业基金管理股份有限公司,150000,1245000.0,0.0091831,0.01184069,1.42,Eastmoney RPT_MAIN_ORGHOLD
2021-06-30,000582,北部湾港,001266,国投瑞银招财混合A,基金,国投瑞银基金管理有限公司,184400,1530520.0,0.0112891,0.01455615,2.36,Eastmoney RPT_MAIN_ORGHOLD
2021-06-30,000582,北部湾港,000165,国投瑞银策略精选混合,基金,国投瑞银基金管理有限公司,1030200,8550660.0,0.06306956,0.08132183,2.94,Eastmoney RPT_MAIN_ORGHOLD
2021-03-31,000582,北部湾港,73103722,广东粤财信托有限公司-粤财信托·粤中3号集合资金信托计划,信托,,9220000,97916400.0,0.56419404,0.72780693,,Eastmoney RPT_MAIN_ORGHOLD
2021-03-31,000582,北部湾港,73008468,平安基金-平安银行-中融国际信托-中融-财富1号结构化集合资金信托,信托,,22473002,238663281.24,1.37517719,1.77397034,,Eastmoney RPT_MAIN_ORGHOLD
2021-03-31,000582,北部湾港,519656,银河灵活配置混合A,基金,银河基金管理有限公司,190000,2017800.0,0.01162656,0.01499819,2.82,Eastmoney RPT_MAIN_ORGHOLD
2021-03-31,000582,北部湾港,161222,国投瑞银瑞利混合(LOF)A,基金,国投瑞银基金管理有限公司,388600,4126932.0,0.02377937,0.03067525,3.14,Eastmoney RPT_MAIN_ORGHOLD
2021-03-31,000582,北部湾港,121010,国投瑞银瑞源混合A,基金,国投瑞银基金管理有限公司,363900,3864618.0,0.02226792,0.02872548,2.74,Eastmoney RPT_MAIN_ORGHOLD
2021-03-31,000582,北部湾港,10999779,广西交通发展投资基金合伙企业(有限合伙),其他,,12650604,134349414.48,0.77412097,0.99861141,,Eastmoney RPT_MAIN_ORGHOLD
2021-03-31,000582,北部湾港,10717959,广西广投资产管理股份有限公司,其他,,26709916,283659307.92,1.63444418,2.1084232,,Eastmoney RPT_MAIN_ORGHOLD
2021-03-31,000582,北部湾港,10671586,香港中央结算有限公司,其他,,23233179,246736360.98,1.42169425,1.83397707,,Eastmoney RPT_MAIN_ORGHOLD
2021-03-31,000582,北部湾港,10102635,广西北部湾国际港务集团有限公司,其他,,1030868617,10947824712.54,41.05001628,52.95427512,,Eastmoney RPT_MAIN_ORGHOLD
2021-03-31,000582,北部湾港,10095733,广西水利电业集团有限公司,其他,,20321744,215816921.28,1.24353653,1.60415467,,Eastmoney RPT_MAIN_ORGHOLD
2021-03-31,000582,北部湾港,10078287,国华人寿保险股份有限公司-自有资金,保险,,16468626,174896808.12,1.00775494,1.29999784,,Eastmoney RPT_MAIN_ORGHOLD
2021-03-31,000582,北部湾港,10057065,中国华电集团财务有限公司,其他,,14095170,149690705.4,0.86251745,1.11264234,,Eastmoney RPT_MAIN_ORGHOLD
2021-03-31,000582,北部湾港,10013673,上海中海码头发展有限公司,其他,,174080311,1848732902.82,10.65239406,13.74152453,,Eastmoney RPT_MAIN_ORGHOLD
2021-03-31,000582,北部湾港,006102,浙商丰利增强债券,基金,浙商基金管理有限公司,500000,5310000.0,0.03059621,0.03946892,1.67,Eastmoney RPT_MAIN_ORGHOLD
2021-03-31,000582,北部湾港,004612,银河鑫月享6个月定期开放混合A,基金,银河基金管理有限公司,120000,1274400.0,0.00734309,0.00947254,0.72,Eastmoney RPT_MAIN_ORGHOLD
2021-03-31,000582,北部湾港,004194,招商中证1000指数增强A,基金,招商基金管理有限公司,106800,1134216.0,0.00653535,0.00843056,1.01,Eastmoney RPT_MAIN_ORGHOLD
2021-03-31,000582,北部湾港,003717,中银量化精选混合A,基金,中银基金管理有限公司,89000,945180.0,0.00544612,0.00702547,1.46,Eastmoney RPT_MAIN_ORGHOLD
2021-03-31,000582,北部湾港,002666,前海开源沪港深创新成长混合A,基金,前海开源基金管理有限公司,537920,5712710.4,0.03291662,0.04246225,4.25,Eastmoney RPT_MAIN_ORGHOLD
2021-03-31,000582,北部湾港,001266,国投瑞银招财混合A,基金,国投瑞银基金管理有限公司,200400,2128248.0,0.01226296,0.01581914,3.27,Eastmoney RPT_MAIN_ORGHOLD
2021-03-31,000582,北部湾港,000165,国投瑞银策略精选混合,基金,国投瑞银基金管理有限公司,720500,7651710.0,0.04408913,0.05687472,2.51,Eastmoney RPT_MAIN_ORGHOLD
2020-12-31,000582,北部湾港,872018,广发资管平衡精选一年持有混合,基金,广发证券资产管理(广东)有限公司,100000,1050000.0,0.00611764,0.00789378,0.29,Eastmoney RPT_MAIN_ORGHOLD
2020-12-31,000582,北部湾港,73103722,广东粤财信托有限公司-粤财信托·粤中3号集合资金信托计划,信托,,9220000,96810000.0,0.56404655,0.72780693,,Eastmoney RPT_MAIN_ORGHOLD
