报告期,证券代码,证券名称,机构代码,机构名称,机构类型,基金公司,持股数量,持股市值,占总股本比例,占流通股比例,净资产比例,数据来源
2020-12-31,000582,北部湾港,73008468,平安基金-平安银行-中融国际信托-中融-财富1号结构化集合资金信托,信托,,22473002,235966521.0,1.37481771,1.77397034,,Eastmoney RPT_MAIN_ORGHOLD
2020-12-31,000582,北部湾港,512100,南方中证1000ETF,基金,南方基金管理股份有限公司,84200,884100.0,0.00515105,0.00664657,0.16,Eastmoney RPT_MAIN_ORGHOLD
2020-12-31,000582,北部湾港,502013,长盛中证申万一带一路指数(LOF),基金,长盛基金管理有限公司,15070,158235.0,0.00092193,0.00118959,0.03,Eastmoney RPT_MAIN_ORGHOLD
2020-12-31,000582,北部湾港,320003,诺安先锋混合A,基金,诺安基金管理有限公司,10,105.0,6.1e-07,7.9e-07,0.0,Eastmoney RPT_MAIN_ORGHOLD
2020-12-31,000582,北部湾港,270002,广发稳健增长混合A,基金,广发基金管理有限公司,8000000,84000000.0,0.48941132,0.63150276,0.3,Eastmoney RPT_MAIN_ORGHOLD
2020-12-31,000582,北部湾港,202017,南方深证成份ETF联接A,基金,南方基金管理股份有限公司,400,4200.0,2.447e-05,3.158e-05,0.0,Eastmoney RPT_MAIN_ORGHOLD
2020-12-31,000582,北部湾港,167503,安信一带一路指数A,基金,安信基金管理有限责任公司,49200,516600.0,0.00300988,0.00388374,0.48,Eastmoney RPT_MAIN_ORGHOLD
2020-12-31,000582,北部湾港,166801,浙商聚潮新思维混合A,基金,浙商基金管理有限公司,125000,1312500.0,0.00764705,0.00986723,0.2,Eastmoney RPT_MAIN_ORGHOLD
2020-12-31,000582,北部湾港,166024,中欧恒利三年定期开放混合(LOF),基金,中欧基金管理有限公司,600000,6300000.0,0.03670585,0.04736271,1.46,Eastmoney RPT_MAIN_ORGHOLD
2020-12-31,000582,北部湾港,166005,中欧价值发现混合A,基金,中欧基金管理有限公司,1967223,20655841.5,0.12034765,0.15528834,0.64,Eastmoney RPT_MAIN_ORGHOLD
2020-12-31,000582,北部湾港,163109,申万菱信深证成份指数(LOF)A,基金,申万菱信基金管理有限公司,78000,819000.0,0.00477176,0.00615715,0.04,Eastmoney RPT_MAIN_ORGHOLD
2020-12-31,000582,北部湾港,162413,华宝中证1000指数A,基金,华宝基金管理有限公司,5800,60900.0,0.00035482,0.00045784,0.16,Eastmoney RPT_MAIN_ORGHOLD
2020-12-31,000582,北部湾港,161612,融通深证成份指数A,基金,融通基金管理有限公司,5300,55650.0,0.00032424,0.00041837,0.04,Eastmoney RPT_MAIN_ORGHOLD
2020-12-31,000582,北部湾港,161222,国投瑞银瑞利混合(LOF)A,基金,国投瑞银基金管理有限公司,442500,4646250.0,0.02707056,0.03493,3.09,Eastmoney RPT_MAIN_ORGHOLD
2020-12-31,000582,北部湾港,160638,鹏华中证一带一路主题指数(LOF)A,基金,鹏华基金管理有限公司,143400,1505700.0,0.0087727,0.01131969,0.48,Eastmoney RPT_MAIN_ORGHOLD
2020-12-31,000582,北部湾港,160613,鹏华盛世创新混合(LOF)A,基金,鹏华基金管理有限公司,280600,2946300.0,0.0171661,0.02214996,0.71,Eastmoney RPT_MAIN_ORGHOLD
2020-12-31,000582,北部湾港,160105,南方积极配置混合(LOF),基金,南方基金管理股份有限公司,665374,6986427.0,0.0407052,0.05252319,0.99,Eastmoney RPT_MAIN_ORGHOLD
2020-12-31,000582,北部湾港,159990,银华巨潮小盘价值ETF,基金,银华基金管理股份有限公司,17490,183645.0,0.00106998,0.00138062,0.38,Eastmoney RPT_MAIN_ORGHOLD
2020-12-31,000582,北部湾港,159943,大成深证成份ETF,基金,大成基金管理有限公司,6100,64050.0,0.00037318,0.00048152,0.04,Eastmoney RPT_MAIN_ORGHOLD
2020-12-31,000582,北部湾港,159903,南方深证成份ETF,基金,南方基金管理股份有限公司,13700,143850.0,0.00083812,0.00108145,0.04,Eastmoney RPT_MAIN_ORGHOLD
2020-12-31,000582,北部湾港,121010,国投瑞银瑞源混合A,基金,国投瑞银基金管理有限公司,395400,4151700.0,0.02418915,0.03121202,2.79,Eastmoney RPT_MAIN_ORGHOLD
2020-12-31,000582,北部湾港,10999779,广西交通发展投资基金合伙企业(有限合伙),其他,,12650604,132831342.0,0.77391861,0.99861141,,Eastmoney RPT_MAIN_ORGHOLD
2020-12-31,000582,北部湾港,10717959,广西广投资产管理股份有限公司,其他,,38208521,401189470.5,2.33746036,3.01609829,,Eastmoney RPT_MAIN_ORGHOLD
2020-12-31,000582,北部湾港,10671586,香港中央结算有限公司,其他,,26399990,277199895.0,1.61505676,2.08395831,,Eastmoney RPT_MAIN_ORGHOLD
2020-12-31,000582,北部湾港,10102635,广西北部湾国际港务集团有限公司,其他,,1030868617,10824120478.5,41.03928553,52.95427512,,Eastmoney RPT_MAIN_ORGHOLD
2020-12-31,000582,北部湾港,10095733,广西水利电业集团有限公司,其他,,20321744,213378312.0,1.24321146,1.60415467,,Eastmoney RPT_MAIN_ORGHOLD
2020-12-31,000582,北部湾港,10078287,国华人寿保险股份有限公司-自有资金,保险,,16468626,172920573.0,1.00749151,1.29999784,,Eastmoney RPT_MAIN_ORGHOLD
2020-12-31,000582,北部湾港,10057065,中国华电集团财务有限公司,其他,,16095150,168999075.0,0.98464359,1.27051645,,Eastmoney RPT_MAIN_ORGHOLD
2020-12-31,000582,北部湾港,10013673,上海中海码头发展有限公司,其他,,174080311,1827843265.5,10.64960945,13.74152453,,Eastmoney RPT_MAIN_ORGHOLD
2020-12-31,000582,北部湾港,009984,鹏华启航混合,基金,鹏华基金管理有限公司,929000,9754500.0,0.05683289,0.07333326,0.59,Eastmoney RPT_MAIN_ORGHOLD
2020-12-31,000582,北部湾港,009128,明亚价值长青A,基金,明亚基金管理有限责任公司,200000,2100000.0,0.01223528,0.01578757,3.81,Eastmoney RPT_MAIN_ORGHOLD
2020-12-31,000582,北部湾港,007751,景顺长城沪港深红利成长低波指数A,基金,景顺长城基金管理有限公司,38600,405300.0,0.00236141,0.003047,0.54,Eastmoney RPT_MAIN_ORGHOLD
2020-12-31,000582,北部湾港,007505,华夏中证AH经济蓝筹股票指数A,基金,华夏基金管理有限公司,3000,31500.0,0.00018353,0.00023681,0.03,Eastmoney RPT_MAIN_ORGHOLD
2020-12-31,000582,北部湾港,007177,浙商智能行业优选A,基金,浙商基金管理有限公司,500030,5250315.0,0.03059004,0.03947129,0.72,Eastmoney RPT_MAIN_ORGHOLD
2020-12-31,000582,北部湾港,006486,广发中证1000ETF联接A,基金,广发基金管理有限公司,7900,82950.0,0.00048329,0.00062361,0.15,Eastmoney RPT_MAIN_ORGHOLD
2020-12-31,000582,北部湾港,006102,浙商丰利增强债券,基金,浙商基金管理有限公司,300000,3150000.0,0.01835292,0.02368135,1.47,Eastmoney RPT_MAIN_ORGHOLD
2020-12-31,000582,北部湾港,001810,中欧潜力价值灵活配置混合A,基金,中欧基金管理有限公司,889910,9344055.0,0.0544415,0.07024758,0.53,Eastmoney RPT_MAIN_ORGHOLD
2020-12-31,000582,北部湾港,001266,国投瑞银招财混合A,基金,国投瑞银基金管理有限公司,230600,2421300.0,0.01410728,0.01820307,3.45,Eastmoney RPT_MAIN_ORGHOLD
2020-12-31,000582,北部湾港,000554,南方中国梦灵活配置混合A,基金,南方基金管理股份有限公司,167610,1759905.0,0.01025378,0.01323077,1.06,Eastmoney RPT_MAIN_ORGHOLD
2020-12-31,000582,北部湾港,000042,财通中证ESG100指数增强A,基金,财通基金管理有限公司,300,3150.0,1.835e-05,2.368e-05,0.0,Eastmoney RPT_MAIN_ORGHOLD
2020-09-30,000582,北部湾港,73008468,平安基金-平安银行-中融国际信托-中融-财富1号结构化集合资金信托,信托,,22473002,218662309.46,1.37481771,1.77341836,,Eastmoney RPT_MAIN_ORGHOLD
2020-09-30,000582,北部湾港,270002,广发稳健增长混合A,基金,广发基金管理有限公司,9600000,93408000.0,0.58729359,0.75756751,,Eastmoney RPT_MAIN_ORGHOLD
2020-09-30,000582,北部湾港,160105,南方积极配置混合(LOF),基金,南方基金管理股份有限公司,3366045,32751617.85,0.20592257,0.26562566,4.85,Eastmoney RPT_MAIN_ORGHOLD
2020-09-30,000582,北部湾港,10999779,广西交通发展投资基金合伙企业(有限合伙),其他,,15540804,151212022.92,0.95073068,1.22637586,,Eastmoney RPT_MAIN_ORGHOLD
2020-09-30,000582,北部湾港,10717959,广西广投资产管理有限公司,其他,,45045331,438291070.63,2.75571189,3.55467494,,Eastmoney RPT_MAIN_ORGHOLD
2020-09-30,000582,北部湾港,10671586,香港中央结算有限公司,其他,,11858312,115381375.76,0.72544902,0.93577833,,Eastmoney RPT_MAIN_ORGHOLD
2020-09-30,000582,北部湾港,10102635,广西北部湾国际港务集团有限公司,其他,,1030868617,10030351643.41,41.03928553,52.93779813,,Eastmoney RPT_MAIN_ORGHOLD
2020-09-30,000582,北部湾港,10095733,广西水利电业集团有限公司,其他,,23321744,226920569.12,1.4267407,1.84039538,,Eastmoney RPT_MAIN_ORGHOLD
2020-09-30,000582,北部湾港,10078287,国华人寿保险股份有限公司-自有资金,保险,,16468626,160239730.98,1.00749151,1.29959334,,Eastmoney RPT_MAIN_ORGHOLD
2020-09-30,000582,北部湾港,10057065,中国华电集团财务有限公司,其他,,16095150,156605809.5,0.98464359,1.27012112,,Eastmoney RPT_MAIN_ORGHOLD
2020-09-30,000582,北部湾港,10013673,上海中海码头发展有限公司,其他,,174080311,1693801426.03,10.64960945,13.73724879,,Eastmoney RPT_MAIN_ORGHOLD
2020-09-30,000582,北部湾港,006102,浙商丰利增强债券,基金,浙商基金管理有限公司,120000,1167600.0,0.00734117,0.00946959,1.35,Eastmoney RPT_MAIN_ORGHOLD
2020-09-30,000582,北部湾港,000554,南方中国梦灵活配置混合A,基金,南方基金管理股份有限公司,764610,7439655.3,0.0467761,0.06033789,4.67,Eastmoney RPT_MAIN_ORGHOLD
2020-06-30,000582,北部湾港,73103722,广东粤财信托有限公司-粤财信托·粤中3号集合资金信托计划,信托,,9220000,99022800.0,0.56404655,0.72758047,,Eastmoney RPT_MAIN_ORGHOLD
2020-06-30,000582,北部湾港,73008468,平安基金-平安银行-中融国际信托-中融-财富1号结构化集合资金信托,信托,,22473002,241360041.48,1.37481771,1.77341836,,Eastmoney RPT_MAIN_ORGHOLD
2020-06-30,000582,北部湾港,512100,南方中证1000ETF,基金,南方基金管理股份有限公司,24800,266352.0,0.00151718,0.00195705,0.15,Eastmoney RPT_MAIN_ORGHOLD
2020-06-30,000582,北部湾港,502013,长盛中证申万一带一路指数(LOF),基金,长盛基金管理有限公司,144070,1547311.8,0.00881369,0.01136904,0.29,Eastmoney RPT_MAIN_ORGHOLD
2020-06-30,000582,北部湾港,501060,中金中证优选300指数(LOF)A,基金,中金基金管理有限公司,12700,136398.0,0.00077694,0.0010022,0.1,Eastmoney RPT_MAIN_ORGHOLD
2020-06-30,000582,北部湾港,320003,诺安先锋混合A,基金,诺安基金管理有限公司,90,966.6,5.51e-06,7.1e-06,0.0,Eastmoney RPT_MAIN_ORGHOLD
2020-06-30,000582,北部湾港,202017,南方深证成份ETF联接A,基金,南方基金管理股份有限公司,600,6444.0,3.671e-05,4.735e-05,0.0,Eastmoney RPT_MAIN_ORGHOLD
2020-06-30,000582,北部湾港,168201,中融一带一路分级,基金,国联基金管理有限公司,61910,664913.4,0.00378743,0.00488552,0.44,Eastmoney RPT_MAIN_ORGHOLD
2020-06-30,000582,北部湾港,167503,安信一带一路指数A,基金,安信基金管理有限责任公司,56700,608958.0,0.0034687,0.00447438,0.46,Eastmoney RPT_MAIN_ORGHOLD
2020-06-30,000582,北部湾港,163109,申万菱信深证成份指数(LOF)A,基金,申万菱信基金管理有限公司,122000,1310280.0,0.00746352,0.00962742,0.04,Eastmoney RPT_MAIN_ORGHOLD
2020-06-30,000582,北部湾港,162413,华宝中证1000指数A,基金,华宝基金管理有限公司,6100,65514.0,0.00037318,0.00048137,0.14,Eastmoney RPT_MAIN_ORGHOLD
2020-06-30,000582,北部湾港,161612,融通深证成份指数A,基金,融通基金管理有限公司,22300,239502.0,0.00136423,0.00175977,0.18,Eastmoney RPT_MAIN_ORGHOLD
2020-06-30,000582,北部湾港,161222,国投瑞银瑞利混合(LOF)A,基金,国投瑞银基金管理有限公司,324300,3482982.0,0.01983951,0.02559158,2.42,Eastmoney RPT_MAIN_ORGHOLD
2020-06-30,000582,北部湾港,160638,鹏华中证一带一路主题指数(LOF)A,基金,鹏华基金管理有限公司,109300,1173882.0,0.00668658,0.00862522,0.35,Eastmoney RPT_MAIN_ORGHOLD
2020-06-30,000582,北部湾港,159990,银华巨潮小盘价值ETF,基金,银华基金管理股份有限公司,63590,682956.6,0.00389021,0.0050181,0.44,Eastmoney RPT_MAIN_ORGHOLD
2020-06-30,000582,北部湾港,159953,广发全指工业ETF,基金,广发基金管理有限公司,1600,17184.0,9.788e-05,0.00012626,0.14,Eastmoney RPT_MAIN_ORGHOLD
2020-06-30,000582,北部湾港,159943,大成深证成份ETF,基金,大成基金管理有限公司,10300,110622.0,0.00063012,0.00081281,0.04,Eastmoney RPT_MAIN_ORGHOLD
2020-06-30,000582,北部湾港,159903,南方深证成份ETF,基金,南方基金管理股份有限公司,19100,205134.0,0.00116847,0.00150724,0.05,Eastmoney RPT_MAIN_ORGHOLD
2020-06-30,000582,北部湾港,10999779,广西交通发展投资基金合伙企业(有限合伙),其他,,25301204,271734930.96,1.54783697,1.99660106,,Eastmoney RPT_MAIN_ORGHOLD
2020-06-30,000582,北部湾港,10717959,广西广投资产管理有限公司,其他,,58403608,627254749.92,3.5729234,4.60882043,,Eastmoney RPT_MAIN_ORGHOLD
2020-06-30,000582,北部湾港,10671586,香港中央结算有限公司,其他,,8714287,93591442.38,0.53310884,0.68767299,,Eastmoney RPT_MAIN_ORGHOLD
2020-06-30,000582,北部湾港,10102635,广西北部湾国际港务集团有限公司,其他,,1030868617,11071528946.58,41.03928553,52.93779813,,Eastmoney RPT_MAIN_ORGHOLD
2020-06-30,000582,北部湾港,10095733,广西水利电业集团有限公司,其他,,55229508,593164915.92,3.37874333,4.35834178,,Eastmoney RPT_MAIN_ORGHOLD
2020-06-30,000582,北部湾港,10078287,国华人寿保险股份有限公司-自有资金,保险,,16468626,176873043.24,1.00749151,1.29959334,,Eastmoney RPT_MAIN_ORGHOLD
2020-06-30,000582,北部湾港,10057065,中国华电集团财务有限公司,其他,,17591970,188937757.8,1.07621367,1.3882401,,Eastmoney RPT_MAIN_ORGHOLD
2020-06-30,000582,北部湾港,10013673,上海中海码头发展有限公司,其他,,174080311,1869622540.14,10.64960945,13.73724879,,Eastmoney RPT_MAIN_ORGHOLD
2020-06-30,000582,北部湾港,009023,鹏华稳健回报混合A,基金,鹏华基金管理有限公司,919700,9877578.0,0.05626395,0.07257655,0.6,Eastmoney RPT_MAIN_ORGHOLD
2020-06-30,000582,北部湾港,008112,中泰中证500指数增强A,基金,中泰证券(上海)资产管理有限公司,2700,28998.0,0.00016518,0.00021307,0.04,Eastmoney RPT_MAIN_ORGHOLD
2020-06-30,000582,北部湾港,007751,景顺长城沪港深红利成长低波指数A,基金,景顺长城基金管理有限公司,47500,510150.0,0.00290588,0.00374838,0.49,Eastmoney RPT_MAIN_ORGHOLD
2020-06-30,000582,北部湾港,006911,长江量化匠心甄选A,基金,长江证券(上海)资产管理有限公司,1000,10740.0,6.118e-05,7.891e-05,0.07,Eastmoney RPT_MAIN_ORGHOLD
2020-06-30,000582,北部湾港,006486,广发中证1000ETF联接A,基金,广发基金管理有限公司,5900,63366.0,0.00036094,0.00046559,0.14,Eastmoney RPT_MAIN_ORGHOLD
2020-06-30,000582,北部湾港,006201,景顺长城量化先锋混合A,基金,景顺长城基金管理有限公司,20200,216948.0,0.00123576,0.00159405,0.37,Eastmoney RPT_MAIN_ORGHOLD
2020-06-30,000582,北部湾港,005515,银华中小市值量化优选股票发起式A,基金,银华基金管理股份有限公司,1700,18258.0,0.000104,0.00013415,0.16,Eastmoney RPT_MAIN_ORGHOLD
2020-06-30,000582,北部湾港,005457,景顺长城量化小盘股票A,基金,景顺长城基金管理有限公司,43400,466116.0,0.00265506,0.00342484,0.25,Eastmoney RPT_MAIN_ORGHOLD
2020-06-30,000582,北部湾港,005414,创金合信国证A股指数A,基金,创金合信基金管理有限公司,1000,10740.0,6.118e-05,7.891e-05,0.09,Eastmoney RPT_MAIN_ORGHOLD
2020-06-30,000582,北部湾港,005313,万家中证1000指数增强A,基金,万家基金管理有限公司,4700,50478.0,0.00028753,0.00037089,0.21,Eastmoney RPT_MAIN_ORGHOLD
2020-06-30,000582,北部湾港,005258,景顺长城量化平衡混合A,基金,景顺长城基金管理有限公司,74778,803115.72,0.00457465,0.00590098,0.32,Eastmoney RPT_MAIN_ORGHOLD
2020-06-30,000582,北部湾港,005140,华夏睿磐泰荣混合A,基金,华夏基金管理有限公司,12500,134250.0,0.00076471,0.00098642,0.02,Eastmoney RPT_MAIN_ORGHOLD
2020-06-30,000582,北部湾港,004720,华夏睿磐泰茂混合A,基金,华夏基金管理有限公司,63400,680916.0,0.00387858,0.0050031,0.1,Eastmoney RPT_MAIN_ORGHOLD
2020-06-30,000582,北部湾港,003697,华夏睿磐泰盛混合A,基金,华夏基金管理有限公司,3900,41886.0,0.00023859,0.00030776,0.07,Eastmoney RPT_MAIN_ORGHOLD
2020-06-30,000582,北部湾港,003301,华夏鼎融债券A,基金,华夏基金管理有限公司,8100,86994.0,0.00049553,0.0006392,0.08,Eastmoney RPT_MAIN_ORGHOLD
2020-06-30,000582,北部湾港,002510,申万菱信中证500指数增强A,基金,申万菱信基金管理有限公司,131010,1407047.4,0.00801472,0.01033843,0.22,Eastmoney RPT_MAIN_ORGHOLD
2020-06-30,000582,北部湾港,001362,景顺长城领先回报混合A,基金,景顺长城基金管理有限公司,20700,222318.0,0.00126635,0.0016335,0.04,Eastmoney RPT_MAIN_ORGHOLD
2020-06-30,000582,北部湾港,000978,景顺长城量化精选股票A,基金,景顺长城基金管理有限公司,226700,2434758.0,0.01386869,0.01788964,0.23,Eastmoney RPT_MAIN_ORGHOLD
2020-06-30,000582,北部湾港,000006,西部利得量化成长混合A,基金,西部利得基金管理有限公司,102200,1097628.0,0.00625223,0.00806494,0.27,Eastmoney RPT_MAIN_ORGHOLD

