日期,是否市场开市,是否有行情,是否停牌,是否可交易,复牌首日,距离上次交易日天数,是否生成次日收益标签,数据质量状态
2018-03-29,True,True,False,True,False,1,True,正常
2018-03-30,True,True,False,True,False,1,True,正常
2018-04-02,True,True,False,True,False,3,True,正常
2018-04-03,True,True,False,True,False,1,True,正常
2018-04-04,True,True,False,True,False,1,True,正常
2018-04-09,True,True,False,True,False,5,True,正常
2018-04-10,True,True,False,True,False,1,True,正常
2018-04-11,True,True,False,True,False,1,True,正常
2018-04-12,True,True,False,True,False,1,True,正常
2018-04-13,True,True,False,True,False,1,True,正常
2018-04-16,True,True,False,True,False,3,True,正常
2018-04-17,True,True,False,True,False,1,True,正常
2018-04-18,True,True,False,True,False,1,True,正常
2018-04-19,True,True,False,True,False,1,True,正常
2018-04-20,True,True,False,True,False,1,True,正常
2018-04-23,True,True,False,True,False,3,True,正常
2018-04-24,True,True,False,True,False,1,True,正常
2018-04-25,True,True,False,True,False,1,True,正常
2018-04-26,True,True,False,True,False,1,True,正常
2018-04-27,True,True,False,True,False,1,True,正常
2018-05-02,True,True,False,True,False,5,True,正常
2018-05-03,True,True,False,True,False,1,True,正常
2018-05-04,True,True,False,True,False,1,True,正常
2018-05-07,True,True,False,True,False,3,True,正常
2018-05-08,True,True,False,True,False,1,True,正常
2018-05-09,True,True,False,True,False,1,True,正常
2018-05-10,True,True,False,True,False,1,True,正常
2018-05-11,True,True,False,True,False,1,True,正常
2018-05-14,True,True,False,True,False,3,True,正常
2018-05-15,True,True,False,True,False,1,True,正常
2018-05-16,True,True,False,True,False,1,True,正常
2018-05-17,True,True,False,True,False,1,True,正常
2018-05-18,True,True,False,True,False,1,True,正常
2018-05-21,True,True,False,True,False,3,True,正常
2018-05-22,True,True,False,True,False,1,True,正常
2018-05-23,True,True,False,True,False,1,True,正常
2018-05-24,True,True,False,True,False,1,True,正常
2018-05-25,True,True,False,True,False,1,True,正常
2018-05-28,True,True,False,True,False,3,True,正常
2018-05-29,True,True,False,True,False,1,True,正常
2018-05-30,True,True,False,True,False,1,True,正常
2018-05-31,True,True,False,True,False,1,True,正常
2018-06-01,True,True,False,True,False,1,True,正常
2018-06-04,True,True,False,True,False,3,True,正常
2018-06-05,True,True,False,True,False,1,True,正常
2018-06-06,True,True,False,True,False,1,True,正常
2018-06-07,True,True,False,True,False,1,True,正常
2018-06-08,True,True,False,True,False,1,True,正常
2018-06-11,True,True,False,True,False,3,True,正常
2018-06-12,True,True,False,True,False,1,True,正常
2018-06-13,True,True,False,True,False,1,True,正常
2018-06-14,True,True,False,True,False,1,True,正常
2018-06-15,True,True,False,True,False,1,True,正常
2018-06-19,True,True,False,True,False,4,True,正常
2018-06-20,True,True,False,True,False,1,True,正常
2018-06-21,True,True,False,True,False,1,True,正常
2018-06-22,True,True,False,True,False,1,True,正常
2018-06-25,True,True,False,True,False,3,True,正常
2018-06-26,True,True,False,True,False,1,True,正常
2018-06-27,True,True,False,True,False,1,True,正常
2018-06-28,True,True,False,True,False,1,True,正常
2018-06-29,True,True,False,True,False,1,True,正常
2018-07-02,True,True,False,True,False,3,True,正常
2018-07-03,True,True,False,True,False,1,True,正常
2018-07-04,True,True,False,True,False,1,True,正常
2018-07-05,True,True,False,True,False,1,True,正常
2018-07-06,True,True,False,True,False,1,True,正常
2018-07-09,True,True,False,True,False,3,True,正常
2018-07-10,True,True,False,True,False,1,True,正常
2018-07-11,True,True,False,True,False,1,True,正常
2018-07-12,True,True,False,True,False,1,True,正常
2018-07-13,True,True,False,True,False,1,True,正常
2018-07-16,True,True,False,True,False,3,True,正常
2018-07-17,True,True,False,True,False,1,True,正常
2018-07-18,True,True,False,True,False,1,True,正常
2018-07-19,True,True,False,True,False,1,True,正常
2018-07-20,True,True,False,True,False,1,True,正常
2018-07-23,True,True,False,True,False,3,True,正常
2018-07-24,True,True,False,True,False,1,True,正常
2018-07-25,True,True,False,True,False,1,True,正常
2018-07-26,True,True,False,True,False,1,True,正常
2018-07-27,True,True,False,True,False,1,True,正常
2018-07-30,True,True,False,True,False,3,True,正常
2018-07-31,True,True,False,True,False,1,True,正常
2018-08-01,True,True,False,True,False,1,True,正常
2018-08-02,True,True,False,True,False,1,True,正常
2018-08-03,True,True,False,True,False,1,True,正常
2018-08-06,True,True,False,True,False,3,True,正常
2018-08-07,True,True,False,True,False,1,True,正常
2018-08-08,True,True,False,True,False,1,True,正常
2018-08-09,True,True,False,True,False,1,True,正常
2018-08-10,True,True,False,True,False,1,True,正常
2018-08-13,True,True,False,True,False,3,True,正常
2018-08-14,True,True,False,True,False,1,True,正常
2018-08-15,True,True,False,True,False,1,True,正常
2018-08-16,True,True,False,True,False,1,True,正常
2018-08-17,True,True,False,True,False,1,True,正常
2018-08-20,True,True,False,True,False,3,True,正常
2018-08-21,True,True,False,True,False,1,True,正常
2018-08-22,True,True,False,True,False,1,True,正常
2018-08-23,True,True,False,True,False,1,True,正常
2018-08-24,True,True,False,True,False,1,True,正常
2018-08-27,True,True,False,True,False,3,True,正常
2018-08-28,True,True,False,True,False,1,True,正常
2018-08-29,True,True,False,True,False,1,True,正常
2018-08-30,True,True,False,True,False,1,True,正常
2018-08-31,True,True,False,True,False,1,True,正常
2018-09-03,True,True,False,True,False,3,True,正常
2018-09-04,True,True,False,True,False,1,True,正常
2018-09-05,True,True,False,True,False,1,True,正常
2018-09-06,True,True,False,True,False,1,True,正常
2018-09-07,True,True,False,True,False,1,True,正常
2018-09-10,True,True,False,True,False,3,True,正常
2018-09-11,True,True,False,True,False,1,True,正常
2018-09-12,True,True,False,True,False,1,True,正常
2018-09-13,True,True,False,True,False,1,True,正常
2018-09-14,True,True,False,True,False,1,True,正常
2018-09-17,True,True,False,True,False,3,True,正常
2018-09-18,True,True,False,True,False,1,True,正常
2018-09-19,True,True,False,True,False,1,True,正常
2018-09-20,True,True,False,True,False,1,True,正常
2018-09-21,True,True,False,True,False,1,False,正常
2018-09-24,True,False,,False,False,3,False,市场开市但无行情
2018-09-25,True,True,False,True,True,4,True,复牌首日
2018-09-26,True,True,False,True,False,1,True,正常
2018-09-27,True,True,False,True,False,1,True,正常
2018-09-28,True,True,False,True,False,1,False,正常
2018-10-01,True,False,,False,False,3,False,市场开市但无行情
2018-10-08,True,True,False,True,True,10,True,复牌首日
2018-10-09,True,True,False,True,False,1,True,正常
2018-10-10,True,True,False,True,False,1,True,正常
2018-10-11,True,True,False,True,False,1,True,正常
2018-10-12,True,True,False,True,False,1,True,正常
2018-10-15,True,True,False,True,False,3,True,正常
2018-10-16,True,True,False,True,False,1,True,正常
2018-10-17,True,True,False,True,False,1,True,正常
2018-10-18,True,True,False,True,False,1,True,正常
2018-10-19,True,True,False,True,False,1,True,正常
2018-10-22,True,True,False,True,False,3,True,正常
2018-10-23,True,True,False,True,False,1,True,正常
2018-10-24,True,True,False,True,False,1,True,正常
2018-10-25,True,True,False,True,False,1,True,正常
2018-10-26,True,True,False,True,False,1,True,正常
2018-10-29,True,True,False,True,False,3,True,正常
2018-10-30,True,True,False,True,False,1,True,正常
2018-10-31,True,True,False,True,False,1,True,正常
2018-11-01,True,True,False,True,False,1,True,正常
2018-11-02,True,True,False,True,False,1,True,正常
2018-11-05,True,True,False,True,False,3,True,正常
2018-11-06,True,True,False,True,False,1,True,正常
2018-11-07,True,True,False,True,False,1,True,正常
2018-11-08,True,True,False,True,False,1,True,正常
2018-11-09,True,True,False,True,False,1,True,正常
2018-11-12,True,True,False,True,False,3,True,正常
2018-11-13,True,True,False,True,False,1,True,正常
2018-11-14,True,True,False,True,False,1,True,正常
2018-11-15,True,True,False,True,False,1,True,正常
2018-11-16,True,True,False,True,False,1,True,正常
2018-11-19,True,True,False,True,False,3,True,正常
2018-11-20,True,True,False,True,False,1,True,正常
2018-11-21,True,True,False,True,False,1,True,正常
2018-11-22,True,True,False,True,False,1,True,正常
2018-11-23,True,True,False,True,False,1,True,正常
2018-11-26,True,True,False,True,False,3,True,正常
2018-11-27,True,True,False,True,False,1,True,正常
2018-11-28,True,True,False,True,False,1,True,正常
2018-11-29,True,True,False,True,False,1,True,正常
2018-11-30,True,True,False,True,False,1,True,正常
2018-12-03,True,True,False,True,False,3,True,正常
2018-12-04,True,True,False,True,False,1,True,正常
2018-12-05,True,True,False,True,False,1,True,正常
2018-12-06,True,True,False,True,False,1,True,正常
2018-12-07,True,True,False,True,False,1,True,正常
2018-12-10,True,True,False,True,False,3,True,正常
2018-12-11,True,True,False,True,False,1,True,正常
2018-12-12,True,True,False,True,False,1,True,正常
2018-12-13,True,True,False,True,False,1,True,正常
2018-12-14,True,True,False,True,False,1,True,正常
2018-12-17,True,True,False,True,False,3,True,正常
2018-12-18,True,True,False,True,False,1,True,正常
2018-12-19,True,True,False,True,False,1,True,正常
2018-12-20,True,True,False,True,False,1,True,正常
2018-12-21,True,True,False,True,False,1,True,正常
2018-12-24,True,True,False,True,False,3,True,正常
2018-12-25,True,True,False,True,False,1,True,正常
2018-12-26,True,True,False,True,False,1,True,正常
2018-12-27,True,True,False,True,False,1,True,正常
2018-12-28,True,True,False,True,False,1,False,正常
2018-12-31,True,False,,False,False,3,False,市场开市但无行情
2019-01-02,True,True,False,True,True,5,True,复牌首日
2019-01-03,True,True,False,True,False,1,True,正常
2019-01-04,True,True,False,True,False,1,True,正常
2019-01-07,True,True,False,True,False,3,True,正常
2019-01-08,True,True,False,True,False,1,True,正常
2019-01-09,True,True,False,True,False,1,True,正常
2019-01-10,True,True,False,True,False,1,True,正常
2019-01-11,True,True,False,True,False,1,True,正常
2019-01-14,True,True,False,True,False,3,True,正常
2019-01-15,True,True,False,True,False,1,True,正常
2019-01-16,True,True,False,True,False,1,True,正常
2019-01-17,True,True,False,True,False,1,True,正常
2019-01-18,True,True,False,True,False,1,True,正常
2019-01-21,True,True,False,True,False,3,True,正常
2019-01-22,True,True,False,True,False,1,True,正常
2019-01-23,True,True,False,True,False,1,True,正常
2019-01-24,True,True,False,True,False,1,True,正常
2019-01-25,True,True,False,True,False,1,True,正常
2019-01-28,True,True,False,True,False,3,True,正常
2019-01-29,True,True,False,True,False,1,True,正常
2019-01-30,True,True,False,True,False,1,True,正常
2019-01-31,True,True,False,True,False,1,True,正常
2019-02-01,True,True,False,True,False,1,False,正常
2019-02-04,True,False,,False,False,3,False,市场开市但无行情
2019-02-05,True,False,,False,False,4,False,市场开市但无行情
2019-02-06,True,False,,False,False,5,False,市场开市但无行情
2019-02-11,True,True,False,True,True,10,True,复牌首日
2019-02-12,True,True,False,True,False,1,True,正常
2019-02-13,True,True,False,True,False,1,True,正常
2019-02-14,True,True,False,True,False,1,True,正常
2019-02-15,True,True,False,True,False,1,True,正常
2019-02-18,True,True,False,True,False,3,True,正常
2019-02-19,True,True,False,True,False,1,True,正常
2019-02-20,True,True,False,True,False,1,True,正常
2019-02-21,True,True,False,True,False,1,True,正常
2019-02-22,True,True,False,True,False,1,True,正常
2019-02-25,True,True,False,True,False,3,True,正常
2019-02-26,True,True,False,True,False,1,True,正常
2019-02-27,True,True,False,True,False,1,True,正常
2019-02-28,True,True,False,True,False,1,True,正常
2019-03-01,True,True,False,True,False,1,True,正常
2019-03-04,True,True,False,True,False,3,True,正常
2019-03-05,True,True,False,True,False,1,True,正常
2019-03-06,True,True,False,True,False,1,True,正常
2019-03-07,True,True,False,True,False,1,True,正常
2019-03-08,True,True,False,True,False,1,True,正常
2019-03-11,True,True,False,True,False,3,True,正常
2019-03-12,True,True,False,True,False,1,True,正常
2019-03-13,True,True,False,True,False,1,True,正常
2019-03-14,True,True,False,True,False,1,True,正常
2019-03-15,True,True,False,True,False,1,True,正常
2019-03-18,True,True,False,True,False,3,True,正常
2019-03-19,True,True,False,True,False,1,True,正常
2019-03-20,True,True,False,True,False,1,True,正常
2019-03-21,True,True,False,True,False,1,True,正常
2019-03-22,True,True,False,True,False,1,True,正常
2019-03-25,True,True,False,True,False,3,True,正常
2019-03-26,True,True,False,True,False,1,True,正常
2019-03-27,True,True,False,True,False,1,True,正常
2019-03-28,True,True,False,True,False,1,True,正常
2019-03-29,True,True,False,True,False,1,True,正常
2019-04-01,True,True,False,True,False,3,True,正常
2019-04-02,True,True,False,True,False,1,True,正常
2019-04-03,True,True,False,True,False,1,True,正常
2019-04-04,True,True,False,True,False,1,True,正常
2019-04-08,True,True,False,True,False,4,True,正常
2019-04-09,True,True,False,True,False,1,True,正常
2019-04-10,True,True,False,True,False,1,True,正常
2019-04-11,True,True,False,True,False,1,True,正常
2019-04-12,True,True,False,True,False,1,True,正常
2019-04-15,True,True,False,True,False,3,True,正常
2019-04-16,True,True,False,True,False,1,True,正常
2019-04-17,True,True,False,True,False,1,True,正常
2019-04-18,True,True,False,True,False,1,True,正常
2019-04-19,True,True,False,True,False,1,True,正常
2019-04-22,True,True,False,True,False,3,True,正常
2019-04-23,True,True,False,True,False,1,True,正常
2019-04-24,True,True,False,True,False,1,True,正常
2019-04-25,True,True,False,True,False,1,True,正常
2019-04-26,True,True,False,True,False,1,True,正常
2019-04-29,True,True,False,True,False,3,True,正常
2019-04-30,True,True,False,True,False,1,True,正常
2019-05-06,True,True,False,True,False,6,True,正常
2019-05-07,True,True,False,True,False,1,True,正常
2019-05-08,True,True,False,True,False,1,True,正常
2019-05-09,True,True,False,True,False,1,True,正常
2019-05-10,True,True,False,True,False,1,True,正常
2019-05-13,True,True,False,True,False,3,True,正常
2019-05-14,True,True,False,True,False,1,True,正常
2019-05-15,True,True,False,True,False,1,True,正常
2019-05-16,True,True,False,True,False,1,True,正常
2019-05-17,True,True,False,True,False,1,True,正常
2019-05-20,True,True,False,True,False,3,True,正常
2019-05-21,True,True,False,True,False,1,True,正常
2019-05-22,True,True,False,True,False,1,True,正常
2019-05-23,True,True,False,True,False,1,True,正常
2019-05-24,True,True,False,True,False,1,True,正常
2019-05-27,True,True,False,True,False,3,True,正常
2019-05-28,True,True,False,True,False,1,True,正常
2019-05-29,True,True,False,True,False,1,True,正常
2019-05-30,True,True,False,True,False,1,True,正常
2019-05-31,True,True,False,True,False,1,True,正常
2019-06-03,True,True,False,True,False,3,True,正常
2019-06-04,True,True,False,True,False,1,True,正常
2019-06-05,True,True,False,True,False,1,True,正常
2019-06-06,True,True,False,True,False,1,True,正常
2019-06-10,True,True,False,True,False,4,True,正常
2019-06-11,True,True,False,True,False,1,True,正常
2019-06-12,True,True,False,True,False,1,True,正常
2019-06-13,True,True,False,True,False,1,True,正常
2019-06-14,True,True,False,True,False,1,True,正常
2019-06-17,True,True,False,True,False,3,True,正常
2019-06-18,True,True,False,True,False,1,True,正常
2019-06-19,True,True,False,True,False,1,True,正常
2019-06-20,True,True,False,True,False,1,True,正常
2019-06-21,True,True,False,True,False,1,True,正常
2019-06-24,True,True,False,True,False,3,True,正常
2019-06-25,True,True,False,True,False,1,True,正常
2019-06-26,True,True,False,True,False,1,True,正常
2019-06-27,True,True,False,True,False,1,True,正常
2019-06-28,True,True,False,True,False,1,True,正常
2019-07-01,True,True,False,True,False,3,True,正常
2019-07-02,True,True,False,True,False,1,True,正常
2019-07-03,True,True,False,True,False,1,True,正常
2019-07-04,True,True,False,True,False,1,True,正常
2019-07-05,True,True,False,True,False,1,True,正常
2019-07-08,True,True,False,True,False,3,True,正常
2019-07-09,True,True,False,True,False,1,True,正常
2019-07-10,True,True,False,True,False,1,True,正常
2019-07-11,True,True,False,True,False,1,True,正常
2019-07-12,True,True,False,True,False,1,True,正常
2019-07-15,True,True,False,True,False,3,True,正常
2019-07-16,True,True,False,True,False,1,True,正常
2019-07-17,True,True,False,True,False,1,True,正常
2019-07-18,True,True,False,True,False,1,True,正常
2019-07-19,True,True,False,True,False,1,True,正常
2019-07-22,True,True,False,True,False,3,True,正常
2019-07-23,True,True,False,True,False,1,True,正常
2019-07-24,True,True,False,True,False,1,True,正常
2019-07-25,True,True,False,True,False,1,True,正常
2019-07-26,True,True,False,True,False,1,True,正常
2019-07-29,True,True,False,True,False,3,True,正常
2019-07-30,True,True,False,True,False,1,True,正常
2019-07-31,True,True,False,True,False,1,True,正常
2019-08-01,True,True,False,True,False,1,True,正常
2019-08-02,True,True,False,True,False,1,True,正常
2019-08-05,True,True,False,True,False,3,True,正常
2019-08-06,True,True,False,True,False,1,True,正常
2019-08-07,True,True,False,True,False,1,True,正常
2019-08-08,True,True,False,True,False,1,True,正常
2019-08-09,True,True,False,True,False,1,True,正常
2019-08-12,True,True,False,True,False,3,True,正常
2019-08-13,True,True,False,True,False,1,True,正常
2019-08-14,True,True,False,True,False,1,True,正常
2019-08-15,True,True,False,True,False,1,True,正常
2019-08-16,True,True,False,True,False,1,True,正常
2019-08-19,True,True,False,True,False,3,True,正常
2019-08-20,True,True,False,True,False,1,True,正常
2019-08-21,True,True,False,True,False,1,True,正常
2019-08-22,True,True,False,True,False,1,True,正常
2019-08-23,True,True,False,True,False,1,True,正常
2019-08-26,True,True,False,True,False,3,True,正常
2019-08-27,True,True,False,True,False,1,True,正常
2019-08-28,True,True,False,True,False,1,True,正常
2019-08-29,True,True,False,True,False,1,True,正常
2019-08-30,True,True,False,True,False,1,True,正常
2019-09-02,True,True,False,True,False,3,True,正常
2019-09-03,True,True,False,True,False,1,True,正常
2019-09-04,True,True,False,True,False,1,True,正常
2019-09-05,True,True,False,True,False,1,True,正常
2019-09-06,True,True,False,True,False,1,True,正常
2019-09-09,True,True,False,True,False,3,True,正常
2019-09-10,True,True,False,True,False,1,True,正常
2019-09-11,True,True,False,True,False,1,True,正常
2019-09-12,True,True,False,True,False,1,True,正常
2019-09-16,True,True,False,True,False,4,True,正常
2019-09-17,True,True,False,True,False,1,True,正常
2019-09-18,True,True,False,True,False,1,True,正常
2019-09-19,True,True,False,True,False,1,True,正常
2019-09-20,True,True,False,True,False,1,True,正常
2019-09-23,True,True,False,True,False,3,True,正常
2019-09-24,True,True,False,True,False,1,True,正常
2019-09-25,True,True,False,True,False,1,True,正常
2019-09-26,True,True,False,True,False,1,True,正常
2019-09-27,True,True,False,True,False,1,True,正常
2019-09-30,True,True,False,True,False,3,True,正常
2019-10-08,True,True,False,True,False,8,True,正常
2019-10-09,True,True,False,True,False,1,True,正常
2019-10-10,True,True,False,True,False,1,True,正常
2019-10-11,True,True,False,True,False,1,True,正常
2019-10-14,True,True,False,True,False,3,True,正常
2019-10-15,True,True,False,True,False,1,True,正常
2019-10-16,True,True,False,True,False,1,True,正常
2019-10-17,True,True,False,True,False,1,True,正常
2019-10-18,True,True,False,True,False,1,True,正常
2019-10-21,True,True,False,True,False,3,True,正常
2019-10-22,True,True,False,True,False,1,True,正常
2019-10-23,True,True,False,True,False,1,True,正常
2019-10-24,True,True,False,True,False,1,True,正常
2019-10-25,True,True,False,True,False,1,True,正常
2019-10-28,True,True,False,True,False,3,True,正常
2019-10-29,True,True,False,True,False,1,True,正常
2019-10-30,True,True,False,True,False,1,True,正常
2019-10-31,True,True,False,True,False,1,True,正常
2019-11-01,True,True,False,True,False,1,True,正常
2019-11-04,True,True,False,True,False,3,True,正常
2019-11-05,True,True,False,True,False,1,True,正常
2019-11-06,True,True,False,True,False,1,True,正常
2019-11-07,True,True,False,True,False,1,True,正常
2019-11-08,True,True,False,True,False,1,True,正常
2019-11-11,True,True,False,True,False,3,True,正常
2019-11-12,True,True,False,True,False,1,True,正常
2019-11-13,True,True,False,True,False,1,True,正常
2019-11-14,True,True,False,True,False,1,True,正常
2019-11-15,True,True,False,True,False,1,True,正常
2019-11-18,True,True,False,True,False,3,True,正常
2019-11-19,True,True,False,True,False,1,True,正常
2019-11-20,True,True,False,True,False,1,True,正常
2019-11-21,True,True,False,True,False,1,True,正常
2019-11-22,True,True,False,True,False,1,True,正常
2019-11-25,True,True,False,True,False,3,True,正常
2019-11-26,True,True,False,True,False,1,True,正常
2019-11-27,True,True,False,True,False,1,True,正常
2019-11-28,True,True,False,True,False,1,True,正常
2019-11-29,True,True,False,True,False,1,True,正常
2019-12-02,True,True,False,True,False,3,True,正常
2019-12-03,True,True,False,True,False,1,True,正常
2019-12-04,True,True,False,True,False,1,True,正常
2019-12-05,True,True,False,True,False,1,True,正常
2019-12-06,True,True,False,True,False,1,True,正常
2019-12-09,True,True,False,True,False,3,True,正常
2019-12-10,True,True,False,True,False,1,True,正常
2019-12-11,True,True,False,True,False,1,True,正常
2019-12-12,True,True,False,True,False,1,True,正常
2019-12-13,True,True,False,True,False,1,True,正常
2019-12-16,True,True,False,True,False,3,True,正常
2019-12-17,True,True,False,True,False,1,True,正常
2019-12-18,True,True,False,True,False,1,True,正常
2019-12-19,True,True,False,True,False,1,True,正常
2019-12-20,True,True,False,True,False,1,True,正常
2019-12-23,True,True,False,True,False,3,True,正常
2019-12-24,True,True,False,True,False,1,True,正常
2019-12-25,True,True,False,True,False,1,True,正常
2019-12-26,True,True,False,True,False,1,True,正常
2019-12-27,True,True,False,True,False,1,True,正常
2019-12-30,True,True,False,True,False,3,True,正常
2019-12-31,True,True,False,True,False,1,True,正常
2020-01-02,True,True,False,True,False,2,True,正常
2020-01-03,True,True,False,True,False,1,True,正常
2020-01-06,True,True,False,True,False,3,True,正常
2020-01-07,True,True,False,True,False,1,True,正常
2020-01-08,True,True,False,True,False,1,True,正常
2020-01-09,True,True,False,True,False,1,True,正常
2020-01-10,True,True,False,True,False,1,True,正常
2020-01-13,True,True,False,True,False,3,True,正常
2020-01-14,True,True,False,True,False,1,True,正常
2020-01-15,True,True,False,True,False,1,True,正常
2020-01-16,True,True,False,True,False,1,True,正常
2020-01-17,True,True,False,True,False,1,True,正常
2020-01-20,True,True,False,True,False,3,True,正常
2020-01-21,True,True,False,True,False,1,True,正常
2020-01-22,True,True,False,True,False,1,True,正常
2020-01-23,True,True,False,True,False,1,True,正常
2020-02-03,True,True,False,True,False,11,True,正常
2020-02-04,True,True,False,True,False,1,True,正常
2020-02-05,True,True,False,True,False,1,True,正常
2020-02-06,True,True,False,True,False,1,True,正常
2020-02-07,True,True,False,True,False,1,True,正常
2020-02-10,True,True,False,True,False,3,True,正常
2020-02-11,True,True,False,True,False,1,True,正常
2020-02-12,True,True,False,True,False,1,True,正常
2020-02-13,True,True,False,True,False,1,True,正常
2020-02-14,True,True,False,True,False,1,True,正常
2020-02-17,True,True,False,True,False,3,True,正常
2020-02-18,True,True,False,True,False,1,True,正常
2020-02-19,True,True,False,True,False,1,True,正常
2020-02-20,True,True,False,True,False,1,True,正常
2020-02-21,True,True,False,True,False,1,True,正常
2020-02-24,True,True,False,True,False,3,True,正常
2020-02-25,True,True,False,True,False,1,True,正常
2020-02-26,True,True,False,True,False,1,True,正常
2020-02-27,True,True,False,True,False,1,True,正常
2020-02-28,True,True,False,True,False,1,True,正常
2020-03-02,True,True,False,True,False,3,True,正常
2020-03-03,True,True,False,True,False,1,True,正常
2020-03-04,True,True,False,True,False,1,True,正常
2020-03-05,True,True,False,True,False,1,True,正常
2020-03-06,True,True,False,True,False,1,True,正常
2020-03-09,True,True,False,True,False,3,True,正常
2020-03-10,True,True,False,True,False,1,True,正常
2020-03-11,True,True,False,True,False,1,True,正常
2020-03-12,True,True,False,True,False,1,True,正常
2020-03-13,True,True,False,True,False,1,True,正常
2020-03-16,True,True,False,True,False,3,True,正常
2020-03-17,True,True,False,True,False,1,True,正常
2020-03-18,True,True,False,True,False,1,True,正常
2020-03-19,True,True,False,True,False,1,True,正常
2020-03-20,True,True,False,True,False,1,True,正常
2020-03-23,True,True,False,True,False,3,True,正常
2020-03-24,True,True,False,True,False,1,True,正常
2020-03-25,True,True,False,True,False,1,True,正常
2020-03-26,True,True,False,True,False,1,True,正常
2020-03-27,True,True,False,True,False,1,True,正常
2020-03-30,True,True,False,True,False,3,True,正常
2020-03-31,True,True,False,True,False,1,True,正常
2020-04-01,True,True,False,True,False,1,True,正常
2020-04-02,True,True,False,True,False,1,True,正常
2020-04-03,True,True,False,True,False,1,True,正常
2020-04-07,True,True,False,True,False,4,True,正常
2020-04-08,True,True,False,True,False,1,True,正常
2020-04-09,True,True,False,True,False,1,True,正常
2020-04-10,True,True,False,True,False,1,True,正常
2020-04-13,True,True,False,True,False,3,True,正常
2020-04-14,True,True,False,True,False,1,True,正常
2020-04-15,True,True,False,True,False,1,True,正常
2020-04-16,True,True,False,True,False,1,True,正常
2020-04-17,True,True,False,True,False,1,True,正常
2020-04-20,True,True,False,True,False,3,True,正常
2020-04-21,True,True,False,True,False,1,True,正常
2020-04-22,True,True,False,True,False,1,True,正常
2020-04-23,True,True,False,True,False,1,True,正常
2020-04-24,True,True,False,True,False,1,True,正常
2020-04-27,True,True,False,True,False,3,True,正常
2020-04-28,True,True,False,True,False,1,True,正常
2020-04-29,True,True,False,True,False,1,True,正常
2020-04-30,True,True,False,True,False,1,True,正常
2020-05-06,True,True,False,True,False,6,True,正常
2020-05-07,True,True,False,True,False,1,True,正常
2020-05-08,True,True,False,True,False,1,True,正常
2020-05-11,True,True,False,True,False,3,True,正常
2020-05-12,True,True,False,True,False,1,True,正常
2020-05-13,True,True,False,True,False,1,True,正常
2020-05-14,True,True,False,True,False,1,True,正常
2020-05-15,True,True,False,True,False,1,True,正常
2020-05-18,True,True,False,True,False,3,True,正常
2020-05-19,True,True,False,True,False,1,True,正常
2020-05-20,True,True,False,True,False,1,True,正常
2020-05-21,True,True,False,True,False,1,True,正常
2020-05-22,True,True,False,True,False,1,True,正常
2020-05-25,True,True,False,True,False,3,True,正常
2020-05-26,True,True,False,True,False,1,True,正常
2020-05-27,True,True,False,True,False,1,True,正常
2020-05-28,True,True,False,True,False,1,True,正常
2020-05-29,True,True,False,True,False,1,True,正常
2020-06-01,True,True,False,True,False,3,True,正常
2020-06-02,True,True,False,True,False,1,True,正常
2020-06-03,True,True,False,True,False,1,True,正常
2020-06-04,True,True,False,True,False,1,True,正常
2020-06-05,True,True,False,True,False,1,True,正常
2020-06-08,True,True,False,True,False,3,True,正常
2020-06-09,True,True,False,True,False,1,True,正常
2020-06-10,True,True,False,True,False,1,True,正常
2020-06-11,True,True,False,True,False,1,True,正常
2020-06-12,True,True,False,True,False,1,True,正常
2020-06-15,True,True,False,True,False,3,True,正常
2020-06-16,True,True,False,True,False,1,True,正常
2020-06-17,True,True,False,True,False,1,True,正常
2020-06-18,True,True,False,True,False,1,True,正常
2020-06-19,True,True,False,True,False,1,True,正常
2020-06-22,True,True,False,True,False,3,True,正常
2020-06-23,True,True,False,True,False,1,True,正常
2020-06-24,True,True,False,True,False,1,True,正常
2020-06-29,True,True,False,True,False,5,True,正常
2020-06-30,True,True,False,True,False,1,True,正常
2020-07-01,True,True,False,True,False,1,True,正常
2020-07-02,True,True,False,True,False,1,True,正常
2020-07-03,True,True,False,True,False,1,True,正常
2020-07-06,True,True,False,True,False,3,True,正常
2020-07-07,True,True,False,True,False,1,True,正常
2020-07-08,True,True,False,True,False,1,True,正常
2020-07-09,True,True,False,True,False,1,True,正常
2020-07-10,True,True,False,True,False,1,True,正常
2020-07-13,True,True,False,True,False,3,True,正常
2020-07-14,True,True,False,True,False,1,True,正常
2020-07-15,True,True,False,True,False,1,True,正常
2020-07-16,True,True,False,True,False,1,True,正常
2020-07-17,True,True,False,True,False,1,True,正常
2020-07-20,True,True,False,True,False,3,True,正常
2020-07-21,True,True,False,True,False,1,True,正常
2020-07-22,True,True,False,True,False,1,True,正常
2020-07-23,True,True,False,True,False,1,True,正常
2020-07-24,True,True,False,True,False,1,True,正常
2020-07-27,True,True,False,True,False,3,True,正常
2020-07-28,True,True,False,True,False,1,True,正常
2020-07-29,True,True,False,True,False,1,True,正常
2020-07-30,True,True,False,True,False,1,True,正常
2020-07-31,True,True,False,True,False,1,True,正常
2020-08-03,True,True,False,True,False,3,True,正常
2020-08-04,True,True,False,True,False,1,True,正常
2020-08-05,True,True,False,True,False,1,True,正常
