日期,是否市场开市,是否有行情,是否停牌,是否可交易,复牌首日,距离上次交易日天数,是否生成次日收益标签,数据质量状态
2020-08-06,True,True,False,True,False,1,True,正常
2020-08-07,True,True,False,True,False,1,True,正常
2020-08-10,True,True,False,True,False,3,True,正常
2020-08-11,True,True,False,True,False,1,True,正常
2020-08-12,True,True,False,True,False,1,True,正常
2020-08-13,True,True,False,True,False,1,True,正常
2020-08-14,True,True,False,True,False,1,True,正常
2020-08-17,True,True,False,True,False,3,True,正常
2020-08-18,True,True,False,True,False,1,True,正常
2020-08-19,True,True,False,True,False,1,True,正常
2020-08-20,True,True,False,True,False,1,True,正常
2020-08-21,True,True,False,True,False,1,True,正常
2020-08-24,True,True,False,True,False,3,True,正常
2020-08-25,True,True,False,True,False,1,True,正常
2020-08-26,True,True,False,True,False,1,True,正常
2020-08-27,True,True,False,True,False,1,True,正常
2020-08-28,True,True,False,True,False,1,True,正常
2020-08-31,True,True,False,True,False,3,True,正常
2020-09-01,True,True,False,True,False,1,True,正常
2020-09-02,True,True,False,True,False,1,True,正常
2020-09-03,True,True,False,True,False,1,True,正常
2020-09-04,True,True,False,True,False,1,True,正常
2020-09-07,True,True,False,True,False,3,True,正常
2020-09-08,True,True,False,True,False,1,True,正常
2020-09-09,True,True,False,True,False,1,True,正常
2020-09-10,True,True,False,True,False,1,True,正常
2020-09-11,True,True,False,True,False,1,True,正常
2020-09-14,True,True,False,True,False,3,True,正常
2020-09-15,True,True,False,True,False,1,True,正常
2020-09-16,True,True,False,True,False,1,True,正常
2020-09-17,True,True,False,True,False,1,True,正常
2020-09-18,True,True,False,True,False,1,True,正常
2020-09-21,True,True,False,True,False,3,True,正常
2020-09-22,True,True,False,True,False,1,True,正常
2020-09-23,True,True,False,True,False,1,True,正常
2020-09-24,True,True,False,True,False,1,True,正常
2020-09-25,True,True,False,True,False,1,True,正常
2020-09-28,True,True,False,True,False,3,True,正常
2020-09-29,True,True,False,True,False,1,True,正常
2020-09-30,True,True,False,True,False,1,True,正常
2020-10-09,True,True,False,True,False,9,True,正常
2020-10-12,True,True,False,True,False,3,True,正常
2020-10-13,True,True,False,True,False,1,True,正常
2020-10-14,True,True,False,True,False,1,True,正常
2020-10-15,True,True,False,True,False,1,True,正常
2020-10-16,True,True,False,True,False,1,True,正常
2020-10-19,True,True,False,True,False,3,True,正常
2020-10-20,True,True,False,True,False,1,True,正常
2020-10-21,True,True,False,True,False,1,True,正常
2020-10-22,True,True,False,True,False,1,True,正常
2020-10-23,True,True,False,True,False,1,True,正常
2020-10-26,True,True,False,True,False,3,True,正常
2020-10-27,True,True,False,True,False,1,True,正常
2020-10-28,True,True,False,True,False,1,True,正常
2020-10-29,True,True,False,True,False,1,True,正常
2020-10-30,True,True,False,True,False,1,True,正常
2020-11-02,True,True,False,True,False,3,True,正常
2020-11-03,True,True,False,True,False,1,True,正常
2020-11-04,True,True,False,True,False,1,True,正常
2020-11-05,True,True,False,True,False,1,True,正常
2020-11-06,True,True,False,True,False,1,True,正常
2020-11-09,True,True,False,True,False,3,True,正常
2020-11-10,True,True,False,True,False,1,True,正常
2020-11-11,True,True,False,True,False,1,True,正常
2020-11-12,True,True,False,True,False,1,True,正常
2020-11-13,True,True,False,True,False,1,True,正常
2020-11-16,True,True,False,True,False,3,True,正常
2020-11-17,True,True,False,True,False,1,True,正常
2020-11-18,True,True,False,True,False,1,True,正常
2020-11-19,True,True,False,True,False,1,True,正常
2020-11-20,True,True,False,True,False,1,True,正常
2020-11-23,True,True,False,True,False,3,True,正常
2020-11-24,True,True,False,True,False,1,True,正常
2020-11-25,True,True,False,True,False,1,True,正常
2020-11-26,True,True,False,True,False,1,True,正常
2020-11-27,True,True,False,True,False,1,True,正常
2020-11-30,True,True,False,True,False,3,True,正常
2020-12-01,True,True,False,True,False,1,True,正常
2020-12-02,True,True,False,True,False,1,True,正常
2020-12-03,True,True,False,True,False,1,True,正常
2020-12-04,True,True,False,True,False,1,True,正常
2020-12-07,True,True,False,True,False,3,True,正常
2020-12-08,True,True,False,True,False,1,True,正常
2020-12-09,True,True,False,True,False,1,True,正常
2020-12-10,True,True,False,True,False,1,True,正常
2020-12-11,True,True,False,True,False,1,True,正常
2020-12-14,True,True,False,True,False,3,True,正常
2020-12-15,True,True,False,True,False,1,True,正常
2020-12-16,True,True,False,True,False,1,True,正常
2020-12-17,True,True,False,True,False,1,True,正常
2020-12-18,True,True,False,True,False,1,True,正常
2020-12-21,True,True,False,True,False,3,True,正常
2020-12-22,True,True,False,True,False,1,True,正常
2020-12-23,True,True,False,True,False,1,True,正常
2020-12-24,True,True,False,True,False,1,True,正常
2020-12-25,True,True,False,True,False,1,True,正常
2020-12-28,True,True,False,True,False,3,True,正常
2020-12-29,True,True,False,True,False,1,True,正常
2020-12-30,True,True,False,True,False,1,True,正常
2020-12-31,True,True,False,True,False,1,True,正常
2021-01-04,True,True,False,True,False,4,True,正常
2021-01-05,True,True,False,True,False,1,True,正常
2021-01-06,True,True,False,True,False,1,True,正常
2021-01-07,True,True,False,True,False,1,True,正常
2021-01-08,True,True,False,True,False,1,True,正常
2021-01-11,True,True,False,True,False,3,True,正常
2021-01-12,True,True,False,True,False,1,True,正常
2021-01-13,True,True,False,True,False,1,True,正常
2021-01-14,True,True,False,True,False,1,True,正常
2021-01-15,True,True,False,True,False,1,True,正常
2021-01-18,True,True,False,True,False,3,True,正常
2021-01-19,True,True,False,True,False,1,True,正常
2021-01-20,True,True,False,True,False,1,True,正常
2021-01-21,True,True,False,True,False,1,True,正常
2021-01-22,True,True,False,True,False,1,True,正常
2021-01-25,True,True,False,True,False,3,True,正常
2021-01-26,True,True,False,True,False,1,True,正常
2021-01-27,True,True,False,True,False,1,True,正常
2021-01-28,True,True,False,True,False,1,True,正常
2021-01-29,True,True,False,True,False,1,True,正常
2021-02-01,True,True,False,True,False,3,True,正常
2021-02-02,True,True,False,True,False,1,True,正常
2021-02-03,True,True,False,True,False,1,True,正常
2021-02-04,True,True,False,True,False,1,True,正常
2021-02-05,True,True,False,True,False,1,True,正常
2021-02-08,True,True,False,True,False,3,True,正常
2021-02-09,True,True,False,True,False,1,True,正常
2021-02-10,True,True,False,True,False,1,True,正常
2021-02-18,True,True,False,True,False,8,True,正常
2021-02-19,True,True,False,True,False,1,True,正常
2021-02-22,True,True,False,True,False,3,True,正常
2021-02-23,True,True,False,True,False,1,True,正常
2021-02-24,True,True,False,True,False,1,True,正常
2021-02-25,True,True,False,True,False,1,True,正常
2021-02-26,True,True,False,True,False,1,True,正常
2021-03-01,True,True,False,True,False,3,True,正常
2021-03-02,True,True,False,True,False,1,True,正常
2021-03-03,True,True,False,True,False,1,True,正常
2021-03-04,True,True,False,True,False,1,True,正常
2021-03-05,True,True,False,True,False,1,True,正常
2021-03-08,True,True,False,True,False,3,True,正常
2021-03-09,True,True,False,True,False,1,True,正常
2021-03-10,True,True,False,True,False,1,True,正常
2021-03-11,True,True,False,True,False,1,True,正常
2021-03-12,True,True,False,True,False,1,True,正常
2021-03-15,True,True,False,True,False,3,True,正常
2021-03-16,True,True,False,True,False,1,True,正常
2021-03-17,True,True,False,True,False,1,True,正常
2021-03-18,True,True,False,True,False,1,True,正常
2021-03-19,True,True,False,True,False,1,True,正常
2021-03-22,True,True,False,True,False,3,True,正常
2021-03-23,True,True,False,True,False,1,True,正常
2021-03-24,True,True,False,True,False,1,True,正常
2021-03-25,True,True,False,True,False,1,True,正常
2021-03-26,True,True,False,True,False,1,True,正常
2021-03-29,True,True,False,True,False,3,True,正常
2021-03-30,True,True,False,True,False,1,True,正常
2021-03-31,True,True,False,True,False,1,True,正常
2021-04-01,True,True,False,True,False,1,True,正常
2021-04-02,True,True,False,True,False,1,True,正常
2021-04-06,True,True,False,True,False,4,True,正常
2021-04-07,True,True,False,True,False,1,True,正常
2021-04-08,True,True,False,True,False,1,True,正常
2021-04-09,True,True,False,True,False,1,True,正常
2021-04-12,True,True,False,True,False,3,True,正常
2021-04-13,True,True,False,True,False,1,True,正常
2021-04-14,True,True,False,True,False,1,True,正常
2021-04-15,True,True,False,True,False,1,True,正常
2021-04-16,True,True,False,True,False,1,True,正常
2021-04-19,True,True,False,True,False,3,True,正常
2021-04-20,True,True,False,True,False,1,True,正常
2021-04-21,True,True,False,True,False,1,True,正常
2021-04-22,True,True,False,True,False,1,True,正常
2021-04-23,True,True,False,True,False,1,True,正常
2021-04-26,True,True,False,True,False,3,True,正常
2021-04-27,True,True,False,True,False,1,True,正常
2021-04-28,True,True,False,True,False,1,True,正常
2021-04-29,True,True,False,True,False,1,True,正常
2021-04-30,True,True,False,True,False,1,True,正常
2021-05-06,True,True,False,True,False,6,True,正常
2021-05-07,True,True,False,True,False,1,True,正常
2021-05-10,True,True,False,True,False,3,True,正常
2021-05-11,True,True,False,True,False,1,True,正常
2021-05-12,True,True,False,True,False,1,True,正常
2021-05-13,True,True,False,True,False,1,True,正常
2021-05-14,True,True,False,True,False,1,True,正常
2021-05-17,True,True,False,True,False,3,True,正常
2021-05-18,True,True,False,True,False,1,True,正常
2021-05-19,True,True,False,True,False,1,True,正常
2021-05-20,True,True,False,True,False,1,True,正常
2021-05-21,True,True,False,True,False,1,True,正常
2021-05-24,True,True,False,True,False,3,True,正常
2021-05-25,True,True,False,True,False,1,True,正常
2021-05-26,True,True,False,True,False,1,True,正常
2021-05-27,True,True,False,True,False,1,True,正常
2021-05-28,True,True,False,True,False,1,True,正常
2021-05-31,True,True,False,True,False,3,True,正常
2021-06-01,True,True,False,True,False,1,True,正常
2021-06-02,True,True,False,True,False,1,True,正常
2021-06-03,True,True,False,True,False,1,True,正常
2021-06-04,True,True,False,True,False,1,True,正常
2021-06-07,True,True,False,True,False,3,True,正常
2021-06-08,True,True,False,True,False,1,True,正常
2021-06-09,True,True,False,True,False,1,True,正常
2021-06-10,True,True,False,True,False,1,True,正常
2021-06-11,True,True,False,True,False,1,True,正常
2021-06-15,True,True,False,True,False,4,True,正常
2021-06-16,True,True,False,True,False,1,True,正常
2021-06-17,True,True,False,True,False,1,True,正常
2021-06-18,True,True,False,True,False,1,True,正常
2021-06-21,True,True,False,True,False,3,True,正常
2021-06-22,True,True,False,True,False,1,True,正常
2021-06-23,True,True,False,True,False,1,True,正常
2021-06-24,True,True,False,True,False,1,True,正常
2021-06-25,True,True,False,True,False,1,True,正常
2021-06-28,True,True,False,True,False,3,True,正常
2021-06-29,True,True,False,True,False,1,True,正常
2021-06-30,True,True,False,True,False,1,True,正常
2021-07-01,True,True,False,True,False,1,True,正常
2021-07-02,True,True,False,True,False,1,True,正常
2021-07-05,True,True,False,True,False,3,True,正常
2021-07-06,True,True,False,True,False,1,True,正常
2021-07-07,True,True,False,True,False,1,True,正常
2021-07-08,True,True,False,True,False,1,True,正常
2021-07-09,True,True,False,True,False,1,True,正常
2021-07-12,True,True,False,True,False,3,True,正常
2021-07-13,True,True,False,True,False,1,True,正常
2021-07-14,True,True,False,True,False,1,True,正常
2021-07-15,True,True,False,True,False,1,True,正常
2021-07-16,True,True,False,True,False,1,True,正常
2021-07-19,True,True,False,True,False,3,True,正常
2021-07-20,True,True,False,True,False,1,True,正常
2021-07-21,True,True,False,True,False,1,True,正常
2021-07-22,True,True,False,True,False,1,True,正常
2021-07-23,True,True,False,True,False,1,True,正常
2021-07-26,True,True,False,True,False,3,True,正常
2021-07-27,True,True,False,True,False,1,True,正常
2021-07-28,True,True,False,True,False,1,True,正常
2021-07-29,True,True,False,True,False,1,True,正常
2021-07-30,True,True,False,True,False,1,True,正常
2021-08-02,True,True,False,True,False,3,True,正常
2021-08-03,True,True,False,True,False,1,True,正常
2021-08-04,True,True,False,True,False,1,True,正常
2021-08-05,True,True,False,True,False,1,True,正常
2021-08-06,True,True,False,True,False,1,True,正常
2021-08-09,True,True,False,True,False,3,True,正常
2021-08-10,True,True,False,True,False,1,True,正常
2021-08-11,True,True,False,True,False,1,True,正常
2021-08-12,True,True,False,True,False,1,True,正常
2021-08-13,True,True,False,True,False,1,True,正常
2021-08-16,True,True,False,True,False,3,True,正常
2021-08-17,True,True,False,True,False,1,True,正常
2021-08-18,True,True,False,True,False,1,True,正常
2021-08-19,True,True,False,True,False,1,True,正常
2021-08-20,True,True,False,True,False,1,True,正常
2021-08-23,True,True,False,True,False,3,True,正常
2021-08-24,True,True,False,True,False,1,True,正常
2021-08-25,True,True,False,True,False,1,True,正常
2021-08-26,True,True,False,True,False,1,True,正常
2021-08-27,True,True,False,True,False,1,True,正常
2021-08-30,True,True,False,True,False,3,True,正常
2021-08-31,True,True,False,True,False,1,True,正常
2021-09-01,True,True,False,True,False,1,True,正常
2021-09-02,True,True,False,True,False,1,True,正常
2021-09-03,True,True,False,True,False,1,True,正常
2021-09-06,True,True,False,True,False,3,True,正常
2021-09-07,True,True,False,True,False,1,True,正常
2021-09-08,True,True,False,True,False,1,True,正常
2021-09-09,True,True,False,True,False,1,True,正常
2021-09-10,True,True,False,True,False,1,True,正常
2021-09-13,True,True,False,True,False,3,True,正常
2021-09-14,True,True,False,True,False,1,True,正常
2021-09-15,True,True,False,True,False,1,True,正常
2021-09-16,True,True,False,True,False,1,True,正常
2021-09-17,True,True,False,True,False,1,True,正常
2021-09-22,True,True,False,True,False,5,True,正常
2021-09-23,True,True,False,True,False,1,True,正常
2021-09-24,True,True,False,True,False,1,True,正常
2021-09-27,True,True,False,True,False,3,True,正常
2021-09-28,True,True,False,True,False,1,True,正常
2021-09-29,True,True,False,True,False,1,True,正常
2021-09-30,True,True,False,True,False,1,True,正常
2021-10-08,True,True,False,True,False,8,True,正常
2021-10-11,True,True,False,True,False,3,True,正常
2021-10-12,True,True,False,True,False,1,True,正常
2021-10-13,True,True,False,True,False,1,True,正常
2021-10-14,True,True,False,True,False,1,True,正常
2021-10-15,True,True,False,True,False,1,True,正常
2021-10-18,True,True,False,True,False,3,True,正常
2021-10-19,True,True,False,True,False,1,True,正常
2021-10-20,True,True,False,True,False,1,True,正常
2021-10-21,True,True,False,True,False,1,True,正常
2021-10-22,True,True,False,True,False,1,True,正常
2021-10-25,True,True,False,True,False,3,True,正常
2021-10-26,True,True,False,True,False,1,True,正常
2021-10-27,True,True,False,True,False,1,True,正常
2021-10-28,True,True,False,True,False,1,True,正常
2021-10-29,True,True,False,True,False,1,True,正常
2021-11-01,True,True,False,True,False,3,True,正常
2021-11-02,True,True,False,True,False,1,True,正常
2021-11-03,True,True,False,True,False,1,True,正常
2021-11-04,True,True,False,True,False,1,True,正常
2021-11-05,True,True,False,True,False,1,True,正常
2021-11-08,True,True,False,True,False,3,True,正常
2021-11-09,True,True,False,True,False,1,True,正常
2021-11-10,True,True,False,True,False,1,True,正常
2021-11-11,True,True,False,True,False,1,True,正常
2021-11-12,True,True,False,True,False,1,True,正常
2021-11-15,True,True,False,True,False,3,True,正常
2021-11-16,True,True,False,True,False,1,True,正常
2021-11-17,True,True,False,True,False,1,True,正常
2021-11-18,True,True,False,True,False,1,True,正常
2021-11-19,True,True,False,True,False,1,True,正常
2021-11-22,True,True,False,True,False,3,True,正常
2021-11-23,True,True,False,True,False,1,True,正常
2021-11-24,True,True,False,True,False,1,True,正常
2021-11-25,True,True,False,True,False,1,True,正常
2021-11-26,True,True,False,True,False,1,True,正常
2021-11-29,True,True,False,True,False,3,True,正常
2021-11-30,True,True,False,True,False,1,True,正常
2021-12-01,True,True,False,True,False,1,True,正常
2021-12-02,True,True,False,True,False,1,True,正常
2021-12-03,True,True,False,True,False,1,True,正常
2021-12-06,True,True,False,True,False,3,True,正常
2021-12-07,True,True,False,True,False,1,True,正常
2021-12-08,True,True,False,True,False,1,True,正常
2021-12-09,True,True,False,True,False,1,True,正常
2021-12-10,True,True,False,True,False,1,True,正常
2021-12-13,True,True,False,True,False,3,True,正常
2021-12-14,True,True,False,True,False,1,True,正常
2021-12-15,True,True,False,True,False,1,True,正常
2021-12-16,True,True,False,True,False,1,True,正常
2021-12-17,True,True,False,True,False,1,True,正常
2021-12-20,True,True,False,True,False,3,True,正常
2021-12-21,True,True,False,True,False,1,True,正常
2021-12-22,True,True,False,True,False,1,True,正常
2021-12-23,True,True,False,True,False,1,True,正常
2021-12-24,True,True,False,True,False,1,True,正常
2021-12-27,True,True,False,True,False,3,True,正常
2021-12-28,True,True,False,True,False,1,True,正常
2021-12-29,True,True,False,True,False,1,True,正常
2021-12-30,True,True,False,True,False,1,True,正常
2021-12-31,True,True,False,True,False,1,True,正常
2022-01-04,True,True,False,True,False,4,True,正常
2022-01-05,True,True,False,True,False,1,True,正常
2022-01-06,True,True,False,True,False,1,True,正常
2022-01-07,True,True,False,True,False,1,True,正常
2022-01-10,True,True,False,True,False,3,True,正常
2022-01-11,True,True,False,True,False,1,True,正常
2022-01-12,True,True,False,True,False,1,True,正常
2022-01-13,True,True,False,True,False,1,True,正常
2022-01-14,True,True,False,True,False,1,True,正常
2022-01-17,True,True,False,True,False,3,True,正常
2022-01-18,True,True,False,True,False,1,True,正常
2022-01-19,True,True,False,True,False,1,True,正常
2022-01-20,True,True,False,True,False,1,True,正常
2022-01-21,True,True,False,True,False,1,True,正常
2022-01-24,True,True,False,True,False,3,True,正常
2022-01-25,True,True,False,True,False,1,True,正常
2022-01-26,True,True,False,True,False,1,True,正常
2022-01-27,True,True,False,True,False,1,True,正常
2022-01-28,True,True,False,True,False,1,True,正常
2022-02-07,True,True,False,True,False,10,True,正常
2022-02-08,True,True,False,True,False,1,True,正常
2022-02-09,True,True,False,True,False,1,True,正常
2022-02-10,True,True,False,True,False,1,True,正常
2022-02-11,True,True,False,True,False,1,True,正常
2022-02-14,True,True,False,True,False,3,True,正常
2022-02-15,True,True,False,True,False,1,True,正常
2022-02-16,True,True,False,True,False,1,True,正常
2022-02-17,True,True,False,True,False,1,True,正常
2022-02-18,True,True,False,True,False,1,True,正常
2022-02-21,True,True,False,True,False,3,True,正常
2022-02-22,True,True,False,True,False,1,True,正常
2022-02-23,True,True,False,True,False,1,True,正常
2022-02-24,True,True,False,True,False,1,True,正常
2022-02-25,True,True,False,True,False,1,True,正常
2022-02-28,True,True,False,True,False,3,True,正常
2022-03-01,True,True,False,True,False,1,True,正常
2022-03-02,True,True,False,True,False,1,True,正常
2022-03-03,True,True,False,True,False,1,True,正常
2022-03-04,True,True,False,True,False,1,True,正常
2022-03-07,True,True,False,True,False,3,True,正常
2022-03-08,True,True,False,True,False,1,True,正常
2022-03-09,True,True,False,True,False,1,True,正常
2022-03-10,True,True,False,True,False,1,True,正常
2022-03-11,True,True,False,True,False,1,True,正常
2022-03-14,True,True,False,True,False,3,True,正常
2022-03-15,True,True,False,True,False,1,True,正常
2022-03-16,True,True,False,True,False,1,True,正常
2022-03-17,True,True,False,True,False,1,True,正常
2022-03-18,True,True,False,True,False,1,True,正常
2022-03-21,True,True,False,True,False,3,True,正常
2022-03-22,True,True,False,True,False,1,True,正常
2022-03-23,True,True,False,True,False,1,True,正常
2022-03-24,True,True,False,True,False,1,True,正常
2022-03-25,True,True,False,True,False,1,True,正常
2022-03-28,True,True,False,True,False,3,True,正常
2022-03-29,True,True,False,True,False,1,True,正常
2022-03-30,True,True,False,True,False,1,True,正常
2022-03-31,True,True,False,True,False,1,True,正常
2022-04-01,True,True,False,True,False,1,True,正常
2022-04-06,True,True,False,True,False,5,True,正常
2022-04-07,True,True,False,True,False,1,True,正常
2022-04-08,True,True,False,True,False,1,True,正常
2022-04-11,True,True,False,True,False,3,True,正常
2022-04-12,True,True,False,True,False,1,True,正常
2022-04-13,True,True,False,True,False,1,True,正常
2022-04-14,True,True,False,True,False,1,True,正常
2022-04-15,True,True,False,True,False,1,True,正常
2022-04-18,True,True,False,True,False,3,True,正常
2022-04-19,True,True,False,True,False,1,True,正常
2022-04-20,True,True,False,True,False,1,True,正常
2022-04-21,True,True,False,True,False,1,True,正常
2022-04-22,True,True,False,True,False,1,True,正常
2022-04-25,True,True,False,True,False,3,True,正常
2022-04-26,True,True,False,True,False,1,True,正常
2022-04-27,True,True,False,True,False,1,True,正常
2022-04-28,True,True,False,True,False,1,True,正常
2022-04-29,True,True,False,True,False,1,True,正常
2022-05-05,True,True,False,True,False,6,True,正常
2022-05-06,True,True,False,True,False,1,True,正常
2022-05-09,True,True,False,True,False,3,True,正常
2022-05-10,True,True,False,True,False,1,True,正常
2022-05-11,True,True,False,True,False,1,True,正常
2022-05-12,True,True,False,True,False,1,True,正常
2022-05-13,True,True,False,True,False,1,True,正常
2022-05-16,True,True,False,True,False,3,True,正常
2022-05-17,True,True,False,True,False,1,True,正常
2022-05-18,True,True,False,True,False,1,True,正常
2022-05-19,True,True,False,True,False,1,True,正常
2022-05-20,True,True,False,True,False,1,True,正常
2022-05-23,True,True,False,True,False,3,True,正常
2022-05-24,True,True,False,True,False,1,True,正常
2022-05-25,True,True,False,True,False,1,True,正常
2022-05-26,True,True,False,True,False,1,True,正常
2022-05-27,True,True,False,True,False,1,True,正常
2022-05-30,True,True,False,True,False,3,True,正常
2022-05-31,True,True,False,True,False,1,True,正常
2022-06-01,True,True,False,True,False,1,True,正常
2022-06-02,True,True,False,True,False,1,True,正常
2022-06-06,True,True,False,True,False,4,True,正常
2022-06-07,True,True,False,True,False,1,True,正常
2022-06-08,True,True,False,True,False,1,True,正常
2022-06-09,True,True,False,True,False,1,True,正常
2022-06-10,True,True,False,True,False,1,True,正常
2022-06-13,True,True,False,True,False,3,True,正常
2022-06-14,True,True,False,True,False,1,True,正常
2022-06-15,True,True,False,True,False,1,True,正常
2022-06-16,True,True,False,True,False,1,True,正常
2022-06-17,True,True,False,True,False,1,True,正常
2022-06-20,True,True,False,True,False,3,True,正常
2022-06-21,True,True,False,True,False,1,True,正常
2022-06-22,True,True,False,True,False,1,True,正常
2022-06-23,True,True,False,True,False,1,True,正常
2022-06-24,True,True,False,True,False,1,True,正常
2022-06-27,True,True,False,True,False,3,True,正常
2022-06-28,True,True,False,True,False,1,True,正常
2022-06-29,True,True,False,True,False,1,True,正常
2022-06-30,True,True,False,True,False,1,True,正常
2022-07-01,True,True,False,True,False,1,True,正常
2022-07-04,True,True,False,True,False,3,True,正常
2022-07-05,True,True,False,True,False,1,True,正常
2022-07-06,True,True,False,True,False,1,True,正常
2022-07-07,True,True,False,True,False,1,True,正常
2022-07-08,True,True,False,True,False,1,True,正常
2022-07-11,True,True,False,True,False,3,True,正常
2022-07-12,True,True,False,True,False,1,True,正常
2022-07-13,True,True,False,True,False,1,True,正常
2022-07-14,True,True,False,True,False,1,True,正常
2022-07-15,True,True,False,True,False,1,True,正常
2022-07-18,True,True,False,True,False,3,True,正常
2022-07-19,True,True,False,True,False,1,True,正常
2022-07-20,True,True,False,True,False,1,True,正常
2022-07-21,True,True,False,True,False,1,True,正常
2022-07-22,True,True,False,True,False,1,True,正常
2022-07-25,True,True,False,True,False,3,True,正常
2022-07-26,True,True,False,True,False,1,True,正常
2022-07-27,True,True,False,True,False,1,True,正常
2022-07-28,True,True,False,True,False,1,True,正常
2022-07-29,True,True,False,True,False,1,True,正常
2022-08-01,True,True,False,True,False,3,True,正常
2022-08-02,True,True,False,True,False,1,True,正常
2022-08-03,True,True,False,True,False,1,True,正常
2022-08-04,True,True,False,True,False,1,True,正常
2022-08-05,True,True,False,True,False,1,True,正常
2022-08-08,True,True,False,True,False,3,True,正常
2022-08-09,True,True,False,True,False,1,True,正常
2022-08-10,True,True,False,True,False,1,True,正常
2022-08-11,True,True,False,True,False,1,True,正常
2022-08-12,True,True,False,True,False,1,True,正常
2022-08-15,True,True,False,True,False,3,True,正常
2022-08-16,True,True,False,True,False,1,True,正常
2022-08-17,True,True,False,True,False,1,True,正常
2022-08-18,True,True,False,True,False,1,True,正常
2022-08-19,True,True,False,True,False,1,True,正常
2022-08-22,True,True,False,True,False,3,True,正常
2022-08-23,True,True,False,True,False,1,True,正常
2022-08-24,True,True,False,True,False,1,True,正常
2022-08-25,True,True,False,True,False,1,True,正常
2022-08-26,True,True,False,True,False,1,True,正常
2022-08-29,True,True,False,True,False,3,True,正常
2022-08-30,True,True,False,True,False,1,True,正常
2022-08-31,True,True,False,True,False,1,True,正常
2022-09-01,True,True,False,True,False,1,True,正常
2022-09-02,True,True,False,True,False,1,True,正常
2022-09-05,True,True,False,True,False,3,True,正常
2022-09-06,True,True,False,True,False,1,True,正常
2022-09-07,True,True,False,True,False,1,True,正常
2022-09-08,True,True,False,True,False,1,True,正常
2022-09-09,True,True,False,True,False,1,True,正常
2022-09-13,True,True,False,True,False,4,True,正常
2022-09-14,True,True,False,True,False,1,True,正常
2022-09-15,True,True,False,True,False,1,True,正常
2022-09-16,True,True,False,True,False,1,True,正常
2022-09-19,True,True,False,True,False,3,True,正常
2022-09-20,True,True,False,True,False,1,True,正常
2022-09-21,True,True,False,True,False,1,True,正常
2022-09-22,True,True,False,True,False,1,True,正常
2022-09-23,True,True,False,True,False,1,True,正常
2022-09-26,True,True,False,True,False,3,True,正常
2022-09-27,True,True,False,True,False,1,True,正常
2022-09-28,True,True,False,True,False,1,True,正常
2022-09-29,True,True,False,True,False,1,True,正常
2022-09-30,True,True,False,True,False,1,True,正常
2022-10-10,True,True,False,True,False,10,True,正常
2022-10-11,True,True,False,True,False,1,True,正常
2022-10-12,True,True,False,True,False,1,True,正常
2022-10-13,True,True,False,True,False,1,True,正常
2022-10-14,True,True,False,True,False,1,True,正常
2022-10-17,True,True,False,True,False,3,True,正常
2022-10-18,True,True,False,True,False,1,True,正常
2022-10-19,True,True,False,True,False,1,True,正常
2022-10-20,True,True,False,True,False,1,True,正常
2022-10-21,True,True,False,True,False,1,True,正常
2022-10-24,True,True,False,True,False,3,True,正常
2022-10-25,True,True,False,True,False,1,True,正常
2022-10-26,True,True,False,True,False,1,True,正常
2022-10-27,True,True,False,True,False,1,True,正常
2022-10-28,True,True,False,True,False,1,True,正常
2022-10-31,True,True,False,True,False,3,True,正常
2022-11-01,True,True,False,True,False,1,True,正常
2022-11-02,True,True,False,True,False,1,True,正常
2022-11-03,True,True,False,True,False,1,True,正常
2022-11-04,True,True,False,True,False,1,True,正常
2022-11-07,True,True,False,True,False,3,True,正常
2022-11-08,True,True,False,True,False,1,True,正常
2022-11-09,True,True,False,True,False,1,True,正常
2022-11-10,True,True,False,True,False,1,True,正常
2022-11-11,True,True,False,True,False,1,True,正常
2022-11-14,True,True,False,True,False,3,True,正常
2022-11-15,True,True,False,True,False,1,True,正常
2022-11-16,True,True,False,True,False,1,True,正常
2022-11-17,True,True,False,True,False,1,True,正常
2022-11-18,True,True,False,True,False,1,True,正常
2022-11-21,True,True,False,True,False,3,True,正常
2022-11-22,True,True,False,True,False,1,True,正常
2022-11-23,True,True,False,True,False,1,True,正常
2022-11-24,True,True,False,True,False,1,True,正常
2022-11-25,True,True,False,True,False,1,True,正常
2022-11-28,True,True,False,True,False,3,True,正常
2022-11-29,True,True,False,True,False,1,True,正常
2022-11-30,True,True,False,True,False,1,True,正常
2022-12-01,True,True,False,True,False,1,True,正常
2022-12-02,True,True,False,True,False,1,True,正常
2022-12-05,True,True,False,True,False,3,True,正常
2022-12-06,True,True,False,True,False,1,True,正常
2022-12-07,True,True,False,True,False,1,True,正常
2022-12-08,True,True,False,True,False,1,True,正常
2022-12-09,True,True,False,True,False,1,True,正常
2022-12-12,True,True,False,True,False,3,True,正常
2022-12-13,True,True,False,True,False,1,True,正常
2022-12-14,True,True,False,True,False,1,True,正常
2022-12-15,True,True,False,True,False,1,True,正常
2022-12-16,True,True,False,True,False,1,True,正常
2022-12-19,True,True,False,True,False,3,True,正常
2022-12-20,True,True,False,True,False,1,True,正常
2022-12-21,True,True,False,True,False,1,True,正常
2022-12-22,True,True,False,True,False,1,True,正常
2022-12-23,True,True,False,True,False,1,True,正常
