代码,名称,最新价,昨收,今开,最高,最低,成交量,成交额,换手率,市盈率,流通市值,总市值,市净率,估值日期
000582,北部湾港,10.75,11.17,11.18,11.21,10.74,40955100,444840000,1.9,25.41,231.86,270.59,1.32,20260819

